locus_tag	gene_name	ncrna	start	end	strand	read_count	ins_index	gene_length	ins_count	fcn
BW25113_0029	ispH	0	26277	27227	1	6	0.00116822429906542	951	1	"4-hydroxy-3-methylbut-2-enyl diphosphate reductase, 4Fe-4S protein"
BW25113_0030	rihC	0	27293	28207	1	458	0.105582524271845	915	87	"ribonucleoside hydrolase 3"
BW25113_0031	dapB	0	28374	29195	1	1	0.00135135135135135	822	1	"dihydrodipicolinate reductase"
BW25113_0032	carA	0	29651	30799	1	405	0.102415458937198	1149	106	"carbamoyl phosphate synthetase small subunit, glutamine amidotransferase"
BW25113_0033	carB	0	30817	34038	1	942	0.0986206896551724	3222	286	"carbamoyl-phosphate synthase large subunit"
BW25113_0034	caiF	0	34300	34695	1	548	0.210084033613445	396	75	"cai operon transcriptional activator"
BW25113_0035	caiE	0	34781	35371	-1	303	0.129699248120301	591	69	"stimulator of CaiD and CaiB enzyme activities"
BW25113_0036	caiD	0	35377	36162	-1	481	0.151129943502825	786	107	"carnitinyl-CoA dehydratase"
BW25113_0037	caiC	0	36271	37824	-1	1005	0.118656182987848	1554	166	"putative crotonobetaine/carnitine-CoA ligase"
BW25113_0038	caiB	0	37898	39115	-1	718	0.125797629899727	1218	138	"crotonobetainyl CoA:carnitine CoA transferase"
BW25113_0039	caiA	0	39244	40386	-1	718	0.118561710398445	1143	122	"crotonobetaine reductase subunit II, FAD-binding"
BW25113_0040	caiT	0	40417	41931	-1	1704	0.170087976539589	1515	232	"putative transporter"
BW25113_0041	fixA	0	42403	43173	1	582	0.148414985590778	771	103	"anaerobic carnitine reduction putative electron transfer flavoprotein subunit"
BW25113_0042	fixB	0	43188	44129	1	466	0.102594339622642	942	87	"putative electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein"
BW25113_0043	fixC	0	44180	45466	1	393	0.0750647109577222	1287	87	"putative oxidoreductase"
BW25113_0044	fixX	0	45463	45750	1	139	0.119230769230769	288	31	"putative 4Fe-4S ferredoxin-type protein"
BW25113_0045	yaaU	0	45807	47138	1	629	0.0959132610508757	1332	115	"putative transporter"
BW25113_0046	kefF	0	47246	47776	1	413	0.123430962343096	531	59	"potassium-efflux system ancillary protein for KefC, glutathione-regulated; quinone oxidoreductase, FMN-dependent"
BW25113_0047	kefC	0	47769	49631	1	920	0.103756708407871	1863	174	"potassium:proton antiporter"
BW25113_0048	folA	0	49823	50302	1	0	0	480	0	"dihydrofolate reductase"
BW25113_0049	apaH	0	50380	51222	-1	162	0.072463768115942	843	55	"diadenosine tetraphosphatase"
BW25113_0050	apaG	0	51229	51606	-1	219	0.102639296187683	378	35	"protein associated with Co2+ and Mg2+ efflux"
BW25113_0051	rsmA	0	51609	52430	-1	333	0.095945945945946	822	71	"16S rRNA m(6)A1518, m(6)A1519 dimethyltransferase, SAM-dependent"
BW25113_0052	pdxA	0	52427	53416	-1	17	0.00336700336700337	990	3	"4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent"
BW25113_0053	surA	0	53416	54702	-1	101	0.0422778257118205	1287	49	"peptidyl-prolyl cis-trans isomerase (PPIase)"
BW25113_0054	lptD	0	54755	57109	-1	0	0	2355	0	"LPS assembly OM complex LptDE, beta-barrel component"
BW25113_0055	djlA	0	57364	58179	1	811	0.174149659863946	816	128	"membrane-anchored DnaK co-chaperone, DNA-binding protein"
BW25113_4659	yabP	0	58474	59279	1	8041	0.303030303030303	806	220	pseudogene
BW25113_0058	rluA	0	59687	60346	-1	517	0.161616161616162	660	96	"dual specificity 23S rRNA pseudouridine(746), tRNA pseudouridine(32) synthase, SAM-dependent"
BW25113_0059	rapA	0	60358	63264	-1	1873	0.133740924722965	2907	350	"RNA polymerase remodeling/recycling factor ATPase; RNA polymerase-associated, ATP-dependent RNA translocase"
BW25113_0060	polB	0	63429	65780	-1	1577	0.136986301369863	2352	290	"DNA polymerase II"
BW25113_0061	araD	0	65855	66532	-1	396	0.140752864157119	678	86	pseudogene
BW25113_0064	araC	0	66874	67752	1	508	0.122474747474747	879	97	"ara regulon transcriptional activator; autorepressor"
BW25113_0065	yabI	0	67838	68602	1	353	0.0986937590711176	765	68	"DedA family inner membrane protein"
BW25113_0066	thiQ	0	68716	69414	-1	358	0.107936507936508	699	68	"thiamine, thiamine pyrophosphate ABC transporter ATPase; ThiBPQ thiamine, thiamine pyrophosphate importer"
BW25113_0067	thiP	0	69398	71008	-1	1066	0.147586206896552	1611	214	"thiamine, thiamine pyrophosphate ABC transporter permease; ThiBPQ thiamine, thiamine pyrophosphate importer"
BW25113_0068	thiB	0	70984	71967	-1	541	0.107223476297968	984	95	"thiamine-, thiamine pyrophosphate-, thiamine monophosphate-binding ABC transporter periplasmic protein; ThiBPQ thiamine, thiamine pyrophosphate importer"
BW25113_0069	sgrR	0	72131	73786	-1	1091	0.121395036887995	1656	181	"transcriptional DNA-binding transcriptional activator of sgrS sRNA"
BW25113_4577	sgrS	0	73854	74080	1	105	0.141463414634146	227	29	
BW25113_4662	sgrT	0	73875	74006	1	71	0.159663865546218	132	19	"inhibitor of glucose uptake"
BW25113_0070	setA	0	74108	75286	1	1076	0.170433145009416	1179	181	"broad specificity sugar efflux system"
BW25113_0071	leuD	0	75335	75940	-1	518	0.122710622710623	606	67	"3-isopropylmalate dehydratase small subunit"
BW25113_0072	leuC	0	75951	77351	-1	866	0.118160190325139	1401	149	"3-isopropylmalate dehydratase large subunit"
BW25113_0073	leuB	0	77354	78445	-1	646	0.128179043743642	1092	126	"3-isopropylmalate dehydrogenase, NAD(+)-dependent"
BW25113_0074	leuA	0	78445	80016	-1	944	0.141342756183746	1572	200	"2-isopropylmalate synthase"
BW25113_0075	leuL	0	80109	80195	-1	1158	0.582278481012658	87	46	"leu operon leader peptide"
BW25113_0076	leuO	0	80855	81799	1	1725	0.220916568742656	945	188	"global transcription factor"
BW25113_0077	ilvI	0	82117	83841	1	1934	0.180296200901481	1725	280	"acetolactate synthase 3 large subunit"
BW25113_0078	ilvH	0	83844	84335	1	564	0.158013544018059	492	70	"acetolactate synthase 3, small subunit, valine-sensitive"
BW25113_0080	cra	0	84515	85519	1	265	0.0972375690607735	1005	88	"transcriptional repressor-activator for carbon metabolism"
BW25113_0081	mraZ	0	86121	86579	1	200	0.0797101449275362	459	33	"RsmH methytransferase inhibitor"
BW25113_0082	rsmH	0	86581	87522	1	158	0.0412735849056604	942	35	"16S rRNA m(4)C1402 methyltransferase, SAM-dependent"
BW25113_0083	ftsL	0	87519	87884	1	4	0.0121212121212121	366	4	"membrane bound cell division protein at septum containing leucine zipper motif"
BW25113_0084	ftsI	0	87900	89666	1	2	0.00125707102451289	1767	2	"transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)"
BW25113_0085	murE	0	89653	91140	1	0	0	1488	0	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase"
BW25113_0086	murF	0	91137	92495	1	0	0	1359	0	"UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase"
BW25113_0087	mraY	0	92489	93571	1	0	0	1083	0	"phospho-N-acetylmuramoyl-pentapeptide transferase"
BW25113_0088	murD	0	93574	94890	1	3	0.000843170320404722	1317	1	"UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase"
BW25113_0089	ftsW	0	94890	96134	1	7	0.00356824264049955	1245	4	"lipid II flippase; integral membrane protein involved in stabilizing FstZ ring during cell division"
BW25113_0090	murG	0	96131	97198	1	0	0	1068	0	"N-acetylglucosaminyl transferase"
BW25113_0091	murC	0	97252	98727	1	0	0	1476	0	"UDP-N-acetylmuramate:L-alanine ligase"
BW25113_0092	ddlB	0	98720	99640	1	240	0.0663449939686369	921	55	"D-alanine:D-alanine ligase"
BW25113_0093	ftsQ	0	99642	100472	1	32	0.00133689839572193	831	1	"divisome assembly protein, membrane anchored protein involved in growth of wall at septum"
BW25113_0094	ftsA	0	100469	101731	1	0	0	1263	0	"ATP-binding cell division protein involved in recruitment of FtsK to Z ring"
BW25113_0095	ftsZ	0	101792	102943	1	0	0	1152	0	"GTP-binding tubulin-like cell division protein"
BW25113_0096	lpxC	0	103044	103961	1	0	0	918	0	"UDP-3-O-acyl N-acetylglucosamine deacetylase"
BW25113_0097	secM	0	104192	104704	1	54	0.025974025974026	513	12	"regulator of secA translation"
BW25113_0098	secA	0	104766	107471	1	0	0	2706	0	"preprotein translocase subunit, ATPase"
BW25113_0099	mutT	0	107531	107920	1	181	0.102564102564103	390	36	"nucleoside triphosphate pyrophosphohydrolase, marked preference for dGTP"
BW25113_0101	yacG	0	108136	108333	-1	33	0.0502793296089385	198	9	"DNA gyrase inhibitor"
BW25113_0102	zapD	0	108343	109086	-1	213	0.0761194029850746	744	51	"FtsZ stabilizer"
BW25113_0103	coaE	0	109086	109706	-1	7	0.0035778175313059	621	2	"dephospho-CoA kinase"
BW25113_0104	guaC	0	109931	110974	1	482	0.0914893617021277	1044	86	"GMP reductase"
BW25113_0106	hofC	0	111009	112211	-1	541	0.113573407202216	1203	123	"assembly protein in type IV pilin biogenesis, transmembrane protein"
BW25113_0107	hofB	0	112201	113586	-1	722	0.124198717948718	1386	155	"T2SE secretion family protein; P-loop ATPase superfamily protein"
BW25113_0108	ppdD	0	113596	114036	-1	186	0.123425692695214	441	49	"putative prepilin peptidase-dependent pilin"
BW25113_0109	nadC	0	114239	115132	-1	335	0.108074534161491	894	87	"quinolinate phosphoribosyltransferase"
BW25113_0110	ampD	0	115220	115771	1	273	0.104627766599598	552	52	"1,6-anhydro-N-acetylmuramyl-L-alanine amidase, Zn-dependent; murein amidase"
BW25113_0111	ampE	0	115768	116622	1	535	0.12987012987013	855	100	"ampicillin resistance inner membrane protein; putative signaling protein in beta-lactamase regulation"
BW25113_0112	aroP	0	116665	118038	-1	995	0.154405820533549	1374	191	"aromatic amino acid transporter"
BW25113_0113	pdhR	0	118579	119343	1	351	0.0841799709724238	765	58	"pyruvate dehydrogenase complex repressor; autorepressor"
BW25113_0114	aceE	0	119504	122167	1	92	0.0262718932443703	2664	63	"pyruvate dehydrogenase, decarboxylase component E1, thiamine triphosphate-binding"
BW25113_0115	aceF	0	122182	124074	1	37	0.0140845070422535	1893	24	"pyruvate dehydrogenase, dihydrolipoyltransacetylase component E2"
BW25113_0116	lpd	0	124399	125823	1	0	0	1425	0	"lipoamide dehydrogenase, E3 component is part of three enzyme complexes"
BW25113_0117	yacH	0	125894	127747	-1	1087	0.113241461953265	1854	189	"uncharacterized protein"
BW25113_0118	acnB	0	128102	130699	1	55	0.0145361265498076	2598	34	"bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase"
BW25113_0119	yacL	0	130875	131237	1	324	0.134556574923547	363	44	"UPF0231 family protein"
BW25113_0120	speD	0	131275	132069	-1	429	0.110335195530726	795	79	"S-adenosylmethionine decarboxylase"
BW25113_0121	speE	0	132085	132951	-1	259	0.0781049935979513	867	61	"spermidine synthase (putrescine aminopropyltransferase)"
BW25113_0122	yacC	0	133057	133404	-1	241	0.0796178343949045	348	25	"PulS_OutS family protein"
BW25113_0123	cueO	0	133570	135120	1	729	0.100286532951289	1551	140	"multicopper oxidase (laccase)"
BW25113_0124	gcd	0	135322	137712	-1	1674	0.118959107806691	2391	256	"glucose dehydrogenase"
BW25113_0125	hpt	0	137918	138454	1	77	0.0495867768595041	537	24	"hypoxanthine phosphoribosyltransferase"
BW25113_0126	can	0	138495	139157	-1	0	0	663	0	"carbonic anhydrase"
BW25113_0127	yadG	0	139266	140192	1	405	0.0970059880239521	927	81	"putative ABC superfamily transporter ATP-binding subunit"
BW25113_0128	yadH	0	140189	140959	1	483	0.106628242074928	771	74	"inner membrane putative ABC superfamily transporter permease"
BW25113_0129	yadI	0	141064	141504	1	264	0.128463476070529	441	51	"putative PTS Enzyme IIA"
BW25113_0130	yadE	0	141568	142797	1	596	0.112917795844625	1230	125	"putative polysaccharide deacetylase lipoprotein"
BW25113_0131	panD	0	142801	143181	-1	116	0.075801749271137	381	26	"aspartate 1-decarboxylase"
BW25113_0132	yadD	0	143455	144357	1	615	0.114391143911439	903	93	"transposase_31 family protein"
BW25113_0133	panC	0	144431	145282	-1	363	0.0795306388526728	852	61	"pantothenate synthetase"
BW25113_0134	panB	0	145294	146088	-1	478	0.122905027932961	795	88	"3-methyl-2-oxobutanoate hydroxymethyltransferase"
BW25113_0135	yadC	0	146202	147440	-1	1422	0.132616487455197	1239	148	"putative fimbrial-like adhesin protein"
BW25113_0136	yadK	0	147490	148086	-1	76	0.0390334572490706	597	21	"putative fimbrial-like adhesin protein"
BW25113_0137	yadL	0	148113	148718	-1	432	0.0915750915750916	606	50	"putative fimbrial-like adhesin protein"
BW25113_0138	yadM	0	148730	149299	-1	173	0.064327485380117	570	33	"putative fimbrial-like adhesin protein"
BW25113_0139	htrE	0	149316	151913	-1	4298	0.211628901239846	2598	495	"putative outer membrane usher protein"
BW25113_0140	yadV	0	151948	152688	-1	1450	0.235382308845577	741	157	"putative periplasmic pilin chaperone"
BW25113_0141	yadN	0	152786	153370	-1	160	0.0777988614800759	585	41	"putative fimbrial-like adhesin protein"
BW25113_0142	folK	0	153740	154219	-1	33	0.0138888888888889	480	6	"2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase"
BW25113_0143	pcnB	0	154216	155613	-1	411	0.0865766481334392	1398	109	"poly(A) polymerase"
BW25113_0144	gluQ	0	155673	156599	-1	381	0.119760479041916	927	100	"glutamyl-Q tRNA(Asp) synthetase"
BW25113_0145	dksA	0	156636	157091	-1	138	0.0875912408759124	456	36	"transcriptional regulator of rRNA transcription, DnaK suppressor protein"
BW25113_0146	sfsA	0	157269	157973	-1	767	0.14488188976378	705	92	"sugar fermentation stimulation protein A"
BW25113_0147	ligT	0	157988	158518	-1	295	0.119246861924686	531	57	"2'-5' RNA ligase"
BW25113_0148	hrpB	0	158592	161021	1	1598	0.127572016460905	2430	279	"putative ATP-dependent helicase"
BW25113_0149	mrcB	0	161217	163751	1	1263	0.120508326029798	2535	275	"fused glycosyl transferase and transpeptidase"
BW25113_0150	fhuA	0	163971	166214	1	1614	0.15049504950495	2244	304	"ferrichrome outer membrane transporter"
BW25113_0151	fhuC	0	166265	167062	1	570	0.133518776077886	798	96	"iron-hydroxamate transporter subunit"
BW25113_0152	fhuD	0	167062	167952	1	408	0.114713216957606	891	92	"iron-hydroxamate transporter subunit"
BW25113_0153	fhuB	0	167949	169931	1	922	0.110364145658263	1983	197	"fused iron-hydroxamate transporter subunits of ABC superfamily: membrane components"
BW25113_0154	hemL	0	170089	171369	-1	0	0	1281	0	"glutamate-1-semialdehyde aminotransferase (aminomutase)"
BW25113_0155	clcA	0	171594	173015	1	1116	0.1296875	1422	166	"H(+)/Cl(-) exchange transporter"
BW25113_0156	erpA	0	173097	173441	1	1	0.00321543408360129	345	1	"iron-sulfur cluster insertion protein"
BW25113_0157	yadS	0	173488	174111	-1	249	0.099644128113879	624	56	"UPF0126 family inner membrane protein"
BW25113_0158	btuF	0	174149	174949	-1	231	0.0818307905686547	801	59	"vitamin B12 transporter subunit: periplasmic-binding component of ABC superfamily"
BW25113_0159	mtn	0	174942	175640	-1	0	0	699	0	"5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase"
BW25113_0160	dgt	0	175724	177241	1	3782	0.237015362106803	1518	324	"deoxyguanosine triphosphate triphosphohydrolase"
BW25113_0161	degP	0	177371	178795	1	601	0.113795791114575	1425	146	"serine endoprotease (protease Do), membrane-associated"
BW25113_0162	cdaR	0	178950	180107	1	529	0.100671140939597	1158	105	"carbohydrate diacid regulon transcriptional regulator; autoregulator"
BW25113_0163	yaeH	0	180196	180582	-1	204	0.108882521489971	387	38	"UPF0325 family protein"
BW25113_0164	yaeI	0	180744	181556	-1	542	0.12568306010929	813	92	"phosphodiesterase with model substrate bis-pNPP"
BW25113_0166	dapD	0	181610	182434	-1	6	0.00269179004037685	825	2	"2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase"
BW25113_0167	glnD	0	182465	185137	-1	100	0.0133000831255195	2673	32	uridylyltransferase
BW25113_0168	map	0	185199	185993	-1	10	0.00279329608938547	795	2	"methionine aminopeptidase"
BW25113_4414	tff	0	186199	186334	1	5	0.00813008130081301	136	1	
BW25113_0169	rpsB	0	186361	187086	1	2	0.00152905198776758	726	1	"30S ribosomal subunit protein S2"
BW25113_0170	tsf	0	187344	188195	1	0	0	852	0	"translation elongation factor EF-Ts"
BW25113_0171	pyrH	0	188342	189067	1	0	0	726	0	"uridylate kinase"
BW25113_0172	frr	0	189359	189916	1	0	0	558	0	"ribosome recycling factor"
BW25113_0173	dxr	0	190008	191204	1	0	0	1197	0	"1-deoxy-D-xylulose 5-phosphate reductoisomerase"
BW25113_0174	ispU	0	191390	192151	1	25	0.00291545189504373	762	2	"undecaprenyl pyrophosphate synthase"
BW25113_0175	cdsA	0	192164	193021	1	0	0	858	0	"CDP-diglyceride synthase"
BW25113_0176	rseP	0	193033	194385	1	0	0	1353	0	"inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA; cleaved signal peptide endoprotease"
BW25113_0177	bamA	0	194415	196847	1	0	0	2433	0	"BamABCDE complex OM biogenesis outer membrane pore-forming assembly factor"
BW25113_0178	skp	0	196969	197454	1	106	0.0525114155251142	486	23	"periplasmic chaperone"
BW25113_0179	lpxD	0	197458	198483	1	0	0	1026	0	"UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase"
BW25113_0180	fabZ	0	198588	199043	1	0	0	456	0	"(3R)-hydroxymyristol acyl carrier protein dehydratase"
BW25113_0181	lpxA	0	199047	199835	1	0	0	789	0	"UDP-N-acetylglucosamine acetyltransferase"
BW25113_0182	lpxB	0	199835	200983	1	9	0.00386473429951691	1149	4	"tetraacyldisaccharide-1-P synthase"
BW25113_0183	rnhB	0	200980	201576	1	90	0.0427509293680297	597	23	"ribonuclease HII, degrades RNA of DNA-RNA hybrids"
BW25113_0184	dnaE	0	201613	205095	1	2	0.000318979266347687	3483	1	"DNA polymerase III alpha subunit"
BW25113_0185	accA	0	205108	206067	1	0	0	960	0	"acetyl-CoA carboxylase, carboxytransferase, alpha subunit"
BW25113_0186	ldcC	0	206166	208307	1	664	0.0819502074688797	2142	158	"lysine decarboxylase 2, constitutive"
BW25113_0187	yaeR	0	208364	208753	1	121	0.0826210826210826	390	29	"putative lyase"
BW25113_0188	tilS	0	208818	210116	1	27	0.00341880341880342	1299	4	"tRNA(Ile)-lysidine synthetase"
BW25113_0189	rof	0	210165	210419	-1	79	0.0739130434782609	255	17	"modulator of Rho-dependent transcription termination"
BW25113_4406	yaeP	0	210412	210612	-1	46	0.0773480662983425	201	14	"UPF0253 family protein"
BW25113_0190	yaeQ	0	210778	211323	1	206	0.123983739837398	546	61	"PDDEXK superfamily protein"
BW25113_0191	arfB	0	211320	211742	1	200	0.0997375328083989	423	38	"alternative stalled-ribosome rescue factor B; peptidyl-tRNA hydrolase, ribosome-attached"
BW25113_0192	nlpE	0	211756	212466	1	474	0.1265625	711	81	"lipoprotein involved with copper homeostasis and adhesion"
BW25113_0193	yaeF	0	212666	213490	-1	422	0.106325706594886	825	79	"putative lipoprotein"
BW25113_0194	proS	0	213544	215262	-1	1	0.000645994832041344	1719	1	"prolyl-tRNA synthetase"
BW25113_0195	tsaA	0	215374	216081	-1	368	0.130094043887147	708	83	"tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase, SAM-dependent"
BW25113_0196	rcsF	0	216078	216482	-1	368	0.180821917808219	405	66	"putative outer membrane protein"
BW25113_0197	metQ	0	216600	217415	-1	442	0.129251700680272	816	95	"DL-methionine transporter subunit"
BW25113_0198	metI	0	217455	218108	-1	435	0.156196943972835	654	92	"DL-methionine transporter subunit"
BW25113_0199	metN	0	218101	219132	-1	598	0.131324004305705	1032	122	"DL-methionine transporter subunit"
BW25113_0200	gmhB	0	219320	219895	1	32	0.0366088631984586	576	19	"D,D-heptose 1,7-bisphosphate phosphatase"
BW25113_0201	rrsH	0	220258	221799	1	0	0	1542	0	
BW25113_0202	ileV	0	221868	221944	1	0	0	77	0	
BW25113_0203	alaV	0	221987	222062	1	6	0.0144927536231884	76	1	
BW25113_0204	rrlH	0	222246	225149	1	35	0.00114766641162969	2904	3	
BW25113_0205	rrfH	0	225243	225362	1	0	0	120	0	
BW25113_0206	aspU	0	225415	225491	1	3	0.0142857142857143	77	1	
BW25113_0207	dkgB	0	225654	226457	1	141	0.0359116022099447	804	26	"2,5-diketo-D-gluconate reductase B"
BW25113_0208	yafC	0	226454	227368	-1	150	0.0461165048543689	915	38	"LysR family putative transcriptional regulator"
BW25113_0209	yafD	0	227609	228409	1	203	0.0735090152565881	801	53	"endo/exonuclease/phosphatase family protein"
BW25113_0210	yafE	0	228413	229036	1	246	0.0836298932384342	624	47	"putative S-adenosyl-L-methionine-dependent methyltransferase"
BW25113_0211	mltD	0	229084	230442	-1	689	0.0939542483660131	1359	115	"putative membrane-bound lytic murein transglycosylase D"
BW25113_0212	gloB	0	230514	231269	-1	133	0.0558002936857562	756	38	"hydroxyacylglutathione hydrolase"
BW25113_0213	yafS	0	231303	232025	1	146	0.0614439324116743	723	40	"putative S-adenosyl-L-methionine-dependent methyltransferase"
BW25113_0214	rnhA	0	232022	232489	-1	74	0.0592417061611374	468	25	"ribonuclease HI, degrades RNA of DNA-RNA hybrids"
BW25113_0215	dnaQ	0	232554	233285	1	2	0.00303490136570561	732	2	"DNA polymerase III epsilon subunit"
BW25113_0216	aspV	0	233418	233494	1	78	0.0857142857142857	77	6	
BW25113_0217	yafT	0	233822	234607	1	215	0.0564971751412429	786	40	lipoprotein
BW25113_4586	ykfM	0	234744	235223	-1	1	0.00231481481481481	480	1	"lethality reduction protein, putative inner membrane protein"
BW25113_0218	yafU	0	235233	235589	-1	190	0.0590062111801242	357	19	pseudogene
BW25113_4503	yafF	0	235593	235865	1	157	0.0731707317073171	273	18	pseudogene
BW25113_0219	yafV	0	235906	236676	-1	325	0.106628242074928	771	74	"putative NAD(P)-binding C-N hydrolase family amidase"
BW25113_0220	ivy	0	236830	237303	1	405	0.138173302107728	474	59	"inhibitor of c-type lysozyme, periplasmic"
BW25113_0221	fadE	0	237346	239790	-1	846	0.084961381190368	2445	187	"acyl coenzyme A dehydrogenase"
BW25113_0222	gmhA	0	240030	240608	1	2	0.00383141762452107	579	2	"D-sedoheptulose 7-phosphate isomerase"
BW25113_0223	yafJ	0	240814	241581	1	423	0.0968208092485549	768	67	"putative amidotransfease"
BW25113_0224	yafK	0	241552	242292	-1	620	0.152923538230885	741	102	"L,D-transpeptidase-related protein"
BW25113_0225	yafQ	0	242448	242726	-1	223	0.142857142857143	279	36	"translation inhibitor toxin of toxin-antitoxin pair YafQ/DinJ"
BW25113_0226	dinJ	0	242729	242989	-1	284	0.195744680851064	261	46	"antitoxin of YafQ-DinJ toxin-antitoxin system"
BW25113_0227	yafL	0	243199	243948	1	354	0.117037037037037	750	79	"putative lipoprotein and C40 family peptidase"
BW25113_0228	rayT	0	244124	244621	1	401	0.124721603563474	498	56	"RAYT REP element-mobilizing transposase; TnpA(REP)"
BW25113_0229	lfhA	0	244845	246557	-1	769	0.0959792477302205	1713	148	pseudogene
BW25113_0230	lafU	0	246559	247314	1	269	0.0866372980910426	756	59	pseudogene
BW25113_0231	dinB	0	247385	248440	1	335	0.0967402733964248	1056	92	"DNA polymerase IV"
BW25113_0232	yafN	0	248492	248785	1	2	0.00377358490566038	294	1	"antitoxin of the YafO-YafN toxin-antitoxin system"
BW25113_0233	yafO	0	248788	249186	1	198	0.130555555555556	399	47	"mRNA interferase toxin of the YafO-YafN toxin-antitoxin system"
BW25113_0234	yafP	0	249196	249648	1	15	0.0122549019607843	453	5	"putative acyl-CoA transferase"
BW25113_0235	ykfJ	0	249966	250172	1	400	0.331550802139037	207	62	pseudogene
BW25113_0236	prfH	0	250189	250689	1	401	0.139689578713969	501	63	pseudogene
BW25113_0237	pepD	0	250746	252203	-1	963	0.134044173648134	1458	176	"aminoacyl-histidine dipeptidase (peptidase D)"
BW25113_0238	gpt	0	252464	252922	1	351	0.106280193236715	459	44	"xanthine phosphoribosyltransferase; xanthine-guanine phosphoribosyltransferase"
BW25113_0239	frsA	0	253014	254258	1	763	0.141837644959857	1245	159	"fermentation-respiration switch protein; PTS Enzyme IIA(Glc)-binding protein; pNP-butyrate esterase activity"
BW25113_0240	crl	0	254316	254717	1	1127	0.220994475138122	402	80	"RNA polymerase holoenzyme assembly factor crl"
BW25113_0241	phoE	0	254756	255811	-1	1790	0.173501577287066	1056	165	"outer membrane phosphoporin protein E"
BW25113_0242	proB	0	256099	257202	1	775	0.134808853118712	1104	134	"gamma-glutamate kinase"
