locus_tag	gene_name	ncrna	start	end	strand	read_count	ins_index	gene_length	ins_count	fcn
BW25113_0039	caiA	0	39244	40386	-1	432	0.0349854227405248	1143	36	"crotonobetaine reductase subunit II, FAD-binding"
BW25113_0040	caiT	0	40417	41931	-1	1167	0.0689149560117302	1515	94	"putative transporter"
BW25113_0041	fixA	0	42403	43173	1	456	0.0576368876080692	771	40	"anaerobic carnitine reduction putative electron transfer flavoprotein subunit"
BW25113_0042	fixB	0	43188	44129	1	370	0.0459905660377358	942	39	"putative electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein"
BW25113_0043	fixC	0	44180	45466	1	235	0.0284728213977567	1287	33	"putative oxidoreductase"
BW25113_0044	fixX	0	45463	45750	1	102	0.0307692307692308	288	8	"putative 4Fe-4S ferredoxin-type protein"
BW25113_0045	yaaU	0	45807	47138	1	463	0.0391993327773144	1332	47	"putative transporter"
BW25113_0046	kefF	0	47246	47776	1	324	0.0543933054393305	531	26	"potassium-efflux system ancillary protein for KefC, glutathione-regulated; quinone oxidoreductase, FMN-dependent"
BW25113_0047	kefC	0	47769	49631	1	745	0.0363744782349434	1863	61	"potassium:proton antiporter"
BW25113_0048	folA	0	49823	50302	1	0	0	480	0	"dihydrofolate reductase"
BW25113_0049	apaH	0	50380	51222	-1	166	0.0316205533596838	843	24	"diadenosine tetraphosphatase"
BW25113_0050	apaG	0	51229	51606	-1	192	0.0381231671554252	378	13	"protein associated with Co2+ and Mg2+ efflux"
BW25113_0051	rsmA	0	51609	52430	-1	303	0.0405405405405405	822	30	"16S rRNA m(6)A1518, m(6)A1519 dimethyltransferase, SAM-dependent"
BW25113_0052	pdxA	0	52427	53416	-1	6	0.00112233445566779	990	1	"4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent"
BW25113_0053	surA	0	53416	54702	-1	51	0.0094909404659189	1287	11	"peptidyl-prolyl cis-trans isomerase (PPIase)"
BW25113_0054	lptD	0	54755	57109	-1	0	0	2355	0	"LPS assembly OM complex LptDE, beta-barrel component"
BW25113_0055	djlA	0	57364	58179	1	685	0.0639455782312925	816	47	"membrane-anchored DnaK co-chaperone, DNA-binding protein"
BW25113_4659	yabP	0	58474	59279	1	5902	0.180440771349862	806	131	pseudogene
BW25113_0058	rluA	0	59687	60346	-1	370	0.0673400673400673	660	40	"dual specificity 23S rRNA pseudouridine(746), tRNA pseudouridine(32) synthase, SAM-dependent"
BW25113_0059	rapA	0	60358	63264	-1	1341	0.0489109667558273	2907	128	"RNA polymerase remodeling/recycling factor ATPase; RNA polymerase-associated, ATP-dependent RNA translocase"
BW25113_0060	polB	0	63429	65780	-1	1199	0.0533774208786018	2352	113	"DNA polymerase II"
BW25113_0061	araD	0	65855	66532	-1	258	0.0360065466448445	678	22	pseudogene
BW25113_0064	araC	0	66874	67752	1	374	0.0378787878787879	879	30	"ara regulon transcriptional activator; autorepressor"
BW25113_0065	yabI	0	67838	68602	1	337	0.0377358490566038	765	26	"DedA family inner membrane protein"
BW25113_0066	thiQ	0	68716	69414	-1	247	0.0365079365079365	699	23	"thiamine, thiamine pyrophosphate ABC transporter ATPase; ThiBPQ thiamine, thiamine pyrophosphate importer"
BW25113_0067	thiP	0	69398	71008	-1	628	0.0468965517241379	1611	68	"thiamine, thiamine pyrophosphate ABC transporter permease; ThiBPQ thiamine, thiamine pyrophosphate importer"
BW25113_0068	thiB	0	70984	71967	-1	341	0.0349887133182844	984	31	"thiamine-, thiamine pyrophosphate-, thiamine monophosphate-binding ABC transporter periplasmic protein; ThiBPQ thiamine, thiamine pyrophosphate importer"
BW25113_0069	sgrR	0	72131	73786	-1	918	0.0449362843729041	1656	67	"transcriptional DNA-binding transcriptional activator of sgrS sRNA"
BW25113_4577	sgrS	0	73854	74080	1	83	0.0536585365853659	227	11	
BW25113_4662	sgrT	0	73875	74006	1	72	0.0756302521008403	132	9	"inhibitor of glucose uptake"
BW25113_0070	setA	0	74108	75286	1	907	0.0621468926553672	1179	66	"broad specificity sugar efflux system"
BW25113_0071	leuD	0	75335	75940	-1	467	0.0622710622710623	606	34	"3-isopropylmalate dehydratase small subunit"
BW25113_0072	leuC	0	75951	77351	-1	640	0.0444091990483743	1401	56	"3-isopropylmalate dehydratase large subunit"
BW25113_0073	leuB	0	77354	78445	-1	412	0.0315361139369278	1092	31	"3-isopropylmalate dehydrogenase, NAD(+)-dependent"
BW25113_0074	leuA	0	78445	80016	-1	779	0.0515901060070671	1572	73	"2-isopropylmalate synthase"
BW25113_0075	leuL	0	80109	80195	-1	775	0.379746835443038	87	30	"leu operon leader peptide"
BW25113_0076	leuO	0	80855	81799	1	1348	0.0928319623971798	945	79	"global transcription factor"
BW25113_0077	ilvI	0	82117	83841	1	1460	0.077269800386349	1725	120	"acetolactate synthase 3 large subunit"
BW25113_0078	ilvH	0	83844	84335	1	381	0.0519187358916479	492	23	"acetolactate synthase 3, small subunit, valine-sensitive"
BW25113_0080	cra	0	84515	85519	1	403	0.0441988950276243	1005	40	"transcriptional repressor-activator for carbon metabolism"
BW25113_0081	mraZ	0	86121	86579	1	171	0.0289855072463768	459	12	"RsmH methytransferase inhibitor"
BW25113_0082	rsmH	0	86581	87522	1	132	0.0129716981132075	942	11	"16S rRNA m(4)C1402 methyltransferase, SAM-dependent"
BW25113_0083	ftsL	0	87519	87884	1	0	0	366	0	"membrane bound cell division protein at septum containing leucine zipper motif"
BW25113_0084	ftsI	0	87900	89666	1	0	0	1767	0	"transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)"
BW25113_0085	murE	0	89653	91140	1	0	0	1488	0	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase"
BW25113_0086	murF	0	91137	92495	1	0	0	1359	0	"UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase"
BW25113_0087	mraY	0	92489	93571	1	0	0	1083	0	"phospho-N-acetylmuramoyl-pentapeptide transferase"
BW25113_0088	murD	0	93574	94890	1	25	0.00168634064080944	1317	2	"UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase"
BW25113_0089	ftsW	0	94890	96134	1	0	0	1245	0	"lipid II flippase; integral membrane protein involved in stabilizing FstZ ring during cell division"
BW25113_0090	murG	0	96131	97198	1	0	0	1068	0	"N-acetylglucosaminyl transferase"
BW25113_0091	murC	0	97252	98727	1	0	0	1476	0	"UDP-N-acetylmuramate:L-alanine ligase"
BW25113_0092	ddlB	0	98720	99640	1	249	0.0325693606755127	921	27	"D-alanine:D-alanine ligase"
BW25113_0093	ftsQ	0	99642	100472	1	24	0.00267379679144385	831	2	"divisome assembly protein, membrane anchored protein involved in growth of wall at septum"
BW25113_0094	ftsA	0	100469	101731	1	0	0	1263	0	"ATP-binding cell division protein involved in recruitment of FtsK to Z ring"
BW25113_0095	ftsZ	0	101792	102943	1	0	0	1152	0	"GTP-binding tubulin-like cell division protein"
BW25113_0096	lpxC	0	103044	103961	1	0	0	918	0	"UDP-3-O-acyl N-acetylglucosamine deacetylase"
BW25113_0097	secM	0	104192	104704	1	65	0.0108225108225108	513	5	"regulator of secA translation"
BW25113_0098	secA	0	104766	107471	1	0	0	2706	0	"preprotein translocase subunit, ATPase"
BW25113_0099	mutT	0	107531	107920	1	117	0.0313390313390313	390	11	"nucleoside triphosphate pyrophosphohydrolase, marked preference for dGTP"
BW25113_0101	yacG	0	108136	108333	-1	60	0.0223463687150838	198	4	"DNA gyrase inhibitor"
BW25113_0102	zapD	0	108343	109086	-1	130	0.0298507462686567	744	20	"FtsZ stabilizer"
BW25113_0103	coaE	0	109086	109706	-1	8	0.00178890876565295	621	1	"dephospho-CoA kinase"
BW25113_0104	guaC	0	109931	110974	1	356	0.0297872340425532	1044	28	"GMP reductase"
BW25113_0106	hofC	0	111009	112211	-1	485	0.038781163434903	1203	42	"assembly protein in type IV pilin biogenesis, transmembrane protein"
BW25113_0107	hofB	0	112201	113586	-1	407	0.0408653846153846	1386	51	"T2SE secretion family protein; P-loop ATPase superfamily protein"
BW25113_0108	ppdD	0	113596	114036	-1	168	0.0377833753148615	441	15	"putative prepilin peptidase-dependent pilin"
BW25113_0109	nadC	0	114239	115132	-1	310	0.0372670807453416	894	30	"quinolinate phosphoribosyltransferase"
BW25113_0110	ampD	0	115220	115771	1	155	0.0301810865191147	552	15	"1,6-anhydro-N-acetylmuramyl-L-alanine amidase, Zn-dependent; murein amidase"
BW25113_0111	ampE	0	115768	116622	1	357	0.0454545454545455	855	35	"ampicillin resistance inner membrane protein; putative signaling protein in beta-lactamase regulation"
BW25113_0112	aroP	0	116665	118038	-1	781	0.0557801131770412	1374	69	"aromatic amino acid transporter"
BW25113_0113	pdhR	0	118579	119343	1	299	0.0261248185776488	765	18	"pyruvate dehydrogenase complex repressor; autorepressor"
BW25113_0114	aceE	0	119504	122167	1	162	0.0104253544620517	2664	25	"pyruvate dehydrogenase, decarboxylase component E1, thiamine triphosphate-binding"
BW25113_0115	aceF	0	122182	124074	1	127	0.00762910798122066	1893	13	"pyruvate dehydrogenase, dihydrolipoyltransacetylase component E2"
BW25113_0116	lpd	0	124399	125823	1	0	0	1425	0	"lipoamide dehydrogenase, E3 component is part of three enzyme complexes"
BW25113_0117	yacH	0	125894	127747	-1	705	0.0395446375074895	1854	66	"uncharacterized protein"
BW25113_0118	acnB	0	128102	130699	1	45	0.00342026507054297	2598	8	"bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase"
BW25113_0119	yacL	0	130875	131237	1	194	0.0611620795107034	363	20	"UPF0231 family protein"
BW25113_0120	speD	0	131275	132069	-1	312	0.0446927374301676	795	32	"S-adenosylmethionine decarboxylase"
BW25113_0121	speE	0	132085	132951	-1	214	0.030729833546735	867	24	"spermidine synthase (putrescine aminopropyltransferase)"
BW25113_0122	yacC	0	133057	133404	-1	191	0.054140127388535	348	17	"PulS_OutS family protein"
BW25113_0123	cueO	0	133570	135120	1	549	0.0336676217765043	1551	47	"multicopper oxidase (laccase)"
BW25113_0124	gcd	0	135322	137712	-1	1043	0.0473977695167286	2391	102	"glucose dehydrogenase"
BW25113_0125	hpt	0	137918	138454	1	72	0.0247933884297521	537	12	"hypoxanthine phosphoribosyltransferase"
BW25113_0126	can	0	138495	139157	-1	0	0	663	0	"carbonic anhydrase"
BW25113_0127	yadG	0	139266	140192	1	317	0.0347305389221557	927	29	"putative ABC superfamily transporter ATP-binding subunit"
BW25113_0128	yadH	0	140189	140959	1	414	0.0504322766570605	771	35	"inner membrane putative ABC superfamily transporter permease"
BW25113_0129	yadI	0	141064	141504	1	147	0.0377833753148615	441	15	"putative PTS Enzyme IIA"
BW25113_0130	yadE	0	141568	142797	1	501	0.037940379403794	1230	42	"putative polysaccharide deacetylase lipoprotein"
BW25113_0131	panD	0	142801	143181	-1	109	0.0349854227405248	381	12	"aspartate 1-decarboxylase"
BW25113_0132	yadD	0	143455	144357	1	416	0.034440344403444	903	28	"transposase_31 family protein"
BW25113_0133	panC	0	144431	145282	-1	296	0.0325945241199478	852	25	"pantothenate synthetase"
BW25113_0134	panB	0	145294	146088	-1	343	0.0474860335195531	795	34	"3-methyl-2-oxobutanoate hydroxymethyltransferase"
BW25113_0135	yadC	0	146202	147440	-1	843	0.0510752688172043	1239	57	"putative fimbrial-like adhesin protein"
BW25113_0136	yadK	0	147490	148086	-1	68	0.0148698884758364	597	8	"putative fimbrial-like adhesin protein"
BW25113_0137	yadL	0	148113	148718	-1	293	0.0256410256410256	606	14	"putative fimbrial-like adhesin protein"
BW25113_0138	yadM	0	148730	149299	-1	123	0.0214424951267057	570	11	"putative fimbrial-like adhesin protein"
BW25113_0139	htrE	0	149316	151913	-1	3001	0.0953398888413852	2598	223	"putative outer membrane usher protein"
BW25113_0140	yadV	0	151948	152688	-1	1027	0.109445277361319	741	73	"putative periplasmic pilin chaperone"
BW25113_0141	yadN	0	152786	153370	-1	110	0.0265654648956357	585	14	"putative fimbrial-like adhesin protein"
BW25113_0142	folK	0	153740	154219	-1	17	0.00462962962962963	480	2	"2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase"
BW25113_0143	pcnB	0	154216	155613	-1	309	0.0277998411437649	1398	35	"poly(A) polymerase"
BW25113_0144	gluQ	0	155673	156599	-1	271	0.0335329341317365	927	28	"glutamyl-Q tRNA(Asp) synthetase"
BW25113_0145	dksA	0	156636	157091	-1	64	0.0145985401459854	456	6	"transcriptional regulator of rRNA transcription, DnaK suppressor protein"
BW25113_0146	sfsA	0	157269	157973	-1	609	0.0692913385826772	705	44	"sugar fermentation stimulation protein A"
BW25113_0147	ligT	0	157988	158518	-1	205	0.0439330543933054	531	21	"2'-5' RNA ligase"
BW25113_0148	hrpB	0	158592	161021	1	1068	0.0420667581161408	2430	92	"putative ATP-dependent helicase"
BW25113_0149	mrcB	0	161217	163751	1	800	0.0385626643295355	2535	88	"fused glycosyl transferase and transpeptidase"
BW25113_0150	fhuA	0	163971	166214	1	1371	0.053960396039604	2244	109	"ferrichrome outer membrane transporter"
BW25113_0151	fhuC	0	166265	167062	1	374	0.0500695410292072	798	36	"iron-hydroxamate transporter subunit"
BW25113_0152	fhuD	0	167062	167952	1	360	0.043640897755611	891	35	"iron-hydroxamate transporter subunit"
BW25113_0153	fhuB	0	167949	169931	1	668	0.0403361344537815	1983	72	"fused iron-hydroxamate transporter subunits of ABC superfamily: membrane components"
BW25113_0154	hemL	0	170089	171369	-1	0	0	1281	0	"glutamate-1-semialdehyde aminotransferase (aminomutase)"
BW25113_0155	clcA	0	171594	173015	1	733	0.05078125	1422	65	"H(+)/Cl(-) exchange transporter"
BW25113_0156	erpA	0	173097	173441	1	0	0	345	0	"iron-sulfur cluster insertion protein"
BW25113_0157	yadS	0	173488	174111	-1	213	0.0338078291814947	624	19	"UPF0126 family inner membrane protein"
BW25113_0158	btuF	0	174149	174949	-1	254	0.0319001386962552	801	23	"vitamin B12 transporter subunit: periplasmic-binding component of ABC superfamily"
BW25113_0159	mtn	0	174942	175640	-1	0	0	699	0	"5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase"
BW25113_0160	dgt	0	175724	177241	1	3173	0.112655449890271	1518	154	"deoxyguanosine triphosphate triphosphohydrolase"
BW25113_0161	degP	0	177371	178795	1	439	0.0389711613406079	1425	50	"serine endoprotease (protease Do), membrane-associated"
BW25113_0162	cdaR	0	178950	180107	1	376	0.0383509108341323	1158	40	"carbohydrate diacid regulon transcriptional regulator; autoregulator"
BW25113_0163	yaeH	0	180196	180582	-1	160	0.0458452722063037	387	16	"UPF0325 family protein"
BW25113_0164	yaeI	0	180744	181556	-1	290	0.040983606557377	813	30	"phosphodiesterase with model substrate bis-pNPP"
BW25113_0166	dapD	0	181610	182434	-1	5	0.00134589502018843	825	1	"2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase"
BW25113_0167	glnD	0	182465	185137	-1	85	0.00498753117206983	2673	12	uridylyltransferase
BW25113_0168	map	0	185199	185993	-1	5	0.00139664804469274	795	1	"methionine aminopeptidase"
BW25113_4414	tff	0	186199	186334	1	0	0	136	0	
BW25113_0169	rpsB	0	186361	187086	1	20	0.00152905198776758	726	1	"30S ribosomal subunit protein S2"
BW25113_0170	tsf	0	187344	188195	1	0	0	852	0	"translation elongation factor EF-Ts"
BW25113_0171	pyrH	0	188342	189067	1	0	0	726	0	"uridylate kinase"
BW25113_0172	frr	0	189359	189916	1	0	0	558	0	"ribosome recycling factor"
BW25113_0173	dxr	0	190008	191204	1	0	0	1197	0	"1-deoxy-D-xylulose 5-phosphate reductoisomerase"
BW25113_0174	ispU	0	191390	192151	1	2	0.00145772594752187	762	1	"undecaprenyl pyrophosphate synthase"
BW25113_0175	cdsA	0	192164	193021	1	0	0	858	0	"CDP-diglyceride synthase"
BW25113_0176	rseP	0	193033	194385	1	0	0	1353	0	"inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA; cleaved signal peptide endoprotease"
BW25113_0177	bamA	0	194415	196847	1	0	0	2433	0	"BamABCDE complex OM biogenesis outer membrane pore-forming assembly factor"
BW25113_0178	skp	0	196969	197454	1	53	0.0136986301369863	486	6	"periplasmic chaperone"
BW25113_0179	lpxD	0	197458	198483	1	0	0	1026	0	"UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase"
BW25113_0180	fabZ	0	198588	199043	1	0	0	456	0	"(3R)-hydroxymyristol acyl carrier protein dehydratase"
BW25113_0181	lpxA	0	199047	199835	1	0	0	789	0	"UDP-N-acetylglucosamine acetyltransferase"
BW25113_0182	lpxB	0	199835	200983	1	9	0.00193236714975845	1149	2	"tetraacyldisaccharide-1-P synthase"
BW25113_0183	rnhB	0	200980	201576	1	61	0.016728624535316	597	9	"ribonuclease HII, degrades RNA of DNA-RNA hybrids"
BW25113_0184	dnaE	0	201613	205095	1	0	0	3483	0	"DNA polymerase III alpha subunit"
BW25113_0185	accA	0	205108	206067	1	0	0	960	0	"acetyl-CoA carboxylase, carboxytransferase, alpha subunit"
BW25113_0186	ldcC	0	206166	208307	1	472	0.024896265560166	2142	48	"lysine decarboxylase 2, constitutive"
BW25113_0187	yaeR	0	208364	208753	1	110	0.0427350427350427	390	15	"putative lyase"
BW25113_0188	tilS	0	208818	210116	1	19	0.000854700854700855	1299	1	"tRNA(Ile)-lysidine synthetase"
BW25113_0189	rof	0	210165	210419	-1	25	0.0130434782608696	255	3	"modulator of Rho-dependent transcription termination"
BW25113_4406	yaeP	0	210412	210612	-1	55	0.0165745856353591	201	3	"UPF0253 family protein"
BW25113_0190	yaeQ	0	210778	211323	1	98	0.0223577235772358	546	11	"PDDEXK superfamily protein"
BW25113_0191	arfB	0	211320	211742	1	145	0.041994750656168	423	16	"alternative stalled-ribosome rescue factor B; peptidyl-tRNA hydrolase, ribosome-attached"
BW25113_0192	nlpE	0	211756	212466	1	345	0.0546875	711	35	"lipoprotein involved with copper homeostasis and adhesion"
BW25113_0193	yaeF	0	212666	213490	-1	302	0.0390309555854643	825	29	"putative lipoprotein"
BW25113_0194	proS	0	213544	215262	-1	0	0	1719	0	"prolyl-tRNA synthetase"
BW25113_0195	tsaA	0	215374	216081	-1	201	0.0266457680250784	708	17	"tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase, SAM-dependent"
BW25113_0196	rcsF	0	216078	216482	-1	222	0.0520547945205479	405	19	"putative outer membrane protein"
BW25113_0197	metQ	0	216600	217415	-1	327	0.0435374149659864	816	32	"DL-methionine transporter subunit"
BW25113_0198	metI	0	217455	218108	-1	274	0.0475382003395586	654	28	"DL-methionine transporter subunit"
BW25113_0199	metN	0	218101	219132	-1	352	0.0452099031216362	1032	42	"DL-methionine transporter subunit"
BW25113_0200	gmhB	0	219320	219895	1	216	0.0366088631984586	576	19	"D,D-heptose 1,7-bisphosphate phosphatase"
BW25113_0201	rrsH	0	220258	221799	1	0	0	1542	0	
BW25113_0202	ileV	0	221868	221944	1	0	0	77	0	
BW25113_0203	alaV	0	221987	222062	1	3	0.0144927536231884	76	1	
BW25113_0204	rrlH	0	222246	225149	1	23	0.000765110941086458	2904	2	
BW25113_0205	rrfH	0	225243	225362	1	0	0	120	0	
BW25113_0206	aspU	0	225415	225491	1	10	0.0142857142857143	77	1	
BW25113_0207	dkgB	0	225654	226457	1	98	0.0124309392265193	804	9	"2,5-diketo-D-gluconate reductase B"
BW25113_0208	yafC	0	226454	227368	-1	131	0.0169902912621359	915	14	"LysR family putative transcriptional regulator"
BW25113_0209	yafD	0	227609	228409	1	160	0.0208044382801664	801	15	"endo/exonuclease/phosphatase family protein"
BW25113_0210	yafE	0	228413	229036	1	167	0.0302491103202847	624	17	"putative S-adenosyl-L-methionine-dependent methyltransferase"
BW25113_0211	mltD	0	229084	230442	-1	388	0.0359477124183007	1359	44	"putative membrane-bound lytic murein transglycosylase D"
BW25113_0212	gloB	0	230514	231269	-1	69	0.013215859030837	756	9	"hydroxyacylglutathione hydrolase"
BW25113_0213	yafS	0	231303	232025	1	107	0.0184331797235023	723	12	"putative S-adenosyl-L-methionine-dependent methyltransferase"
BW25113_0214	rnhA	0	232022	232489	-1	129	0.0213270142180095	468	9	"ribonuclease HI, degrades RNA of DNA-RNA hybrids"
BW25113_0215	dnaQ	0	232554	233285	1	0	0	732	0	"DNA polymerase III epsilon subunit"
BW25113_0216	aspV	0	233418	233494	1	28	0.0428571428571429	77	3	
BW25113_0217	yafT	0	233822	234607	1	201	0.018361581920904	786	13	lipoprotein
BW25113_4586	ykfM	0	234744	235223	-1	0	0	480	0	"lethality reduction protein, putative inner membrane protein"
BW25113_0218	yafU	0	235233	235589	-1	133	0.0248447204968944	357	8	pseudogene
BW25113_4503	yafF	0	235593	235865	1	112	0.040650406504065	273	10	pseudogene
BW25113_0219	yafV	0	235906	236676	-1	294	0.0345821325648415	771	24	"putative NAD(P)-binding C-N hydrolase family amidase"
BW25113_0220	ivy	0	236830	237303	1	271	0.0562060889929742	474	24	"inhibitor of c-type lysozyme, periplasmic"
BW25113_0221	fadE	0	237346	239790	-1	742	0.032258064516129	2445	71	"acyl coenzyme A dehydrogenase"
BW25113_0222	gmhA	0	240030	240608	1	9	0.00191570881226054	579	1	"D-sedoheptulose 7-phosphate isomerase"
BW25113_0223	yafJ	0	240814	241581	1	430	0.0433526011560694	768	30	"putative amidotransfease"
BW25113_0224	yafK	0	241552	242292	-1	418	0.0584707646176912	741	39	"L,D-transpeptidase-related protein"
BW25113_0225	yafQ	0	242448	242726	-1	200	0.0595238095238095	279	15	"translation inhibitor toxin of toxin-antitoxin pair YafQ/DinJ"
BW25113_0226	dinJ	0	242729	242989	-1	177	0.0723404255319149	261	17	"antitoxin of YafQ-DinJ toxin-antitoxin system"
BW25113_0227	yafL	0	243199	243948	1	249	0.0355555555555556	750	24	"putative lipoprotein and C40 family peptidase"
BW25113_0228	rayT	0	244124	244621	1	286	0.0579064587973274	498	26	"RAYT REP element-mobilizing transposase; TnpA(REP)"
BW25113_0229	lfhA	0	244845	246557	-1	538	0.0382619974059663	1713	59	pseudogene
BW25113_0230	lafU	0	246559	247314	1	201	0.0293685756240822	756	20	pseudogene
BW25113_0231	dinB	0	247385	248440	1	251	0.0336487907465825	1056	32	"DNA polymerase IV"
BW25113_0232	yafN	0	248492	248785	1	14	0.0113207547169811	294	3	"antitoxin of the YafO-YafN toxin-antitoxin system"
BW25113_0233	yafO	0	248788	249186	1	174	0.0416666666666667	399	15	"mRNA interferase toxin of the YafO-YafN toxin-antitoxin system"
BW25113_0234	yafP	0	249196	249648	1	11	0.00490196078431373	453	2	"putative acyl-CoA transferase"
BW25113_0235	ykfJ	0	249966	250172	1	321	0.128342245989305	207	24	pseudogene
BW25113_0236	prfH	0	250189	250689	1	289	0.0620842572062084	501	28	pseudogene
BW25113_0237	pepD	0	250746	252203	-1	765	0.047981721249048	1458	63	"aminoacyl-histidine dipeptidase (peptidase D)"
BW25113_0238	gpt	0	252464	252922	1	315	0.0458937198067633	459	19	"xanthine phosphoribosyltransferase; xanthine-guanine phosphoribosyltransferase"
BW25113_0239	frsA	0	253014	254258	1	559	0.0454950936663693	1245	51	"fermentation-respiration switch protein; PTS Enzyme IIA(Glc)-binding protein; pNP-butyrate esterase activity"
BW25113_0240	crl	0	254316	254717	1	692	0.0883977900552486	402	32	"RNA polymerase holoenzyme assembly factor crl"
BW25113_0241	phoE	0	254756	255811	-1	1355	0.0799158780231335	1056	76	"outer membrane phosphoporin protein E"
