locus_tag	gene_name	ncrna	start	end	strand	read_count	ins_index	gene_length	ins_count	fcn
BW25113_0028	fkpB	0	25826	26275	1	69	0.0172839506172839	450	7	"FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)"
BW25113_0029	ispH	0	26277	27227	1	16	0.00116822429906542	951	1	"4-hydroxy-3-methylbut-2-enyl diphosphate reductase, 4Fe-4S protein"
BW25113_0030	rihC	0	27293	28207	1	214	0.0339805825242718	915	28	"ribonucleoside hydrolase 3"
BW25113_0031	dapB	0	28374	29195	1	0	0	822	0	"dihydrodipicolinate reductase"
BW25113_0032	carA	0	29651	30799	1	130	0.0164251207729469	1149	17	"carbamoyl phosphate synthetase small subunit, glutamine amidotransferase"
BW25113_0033	carB	0	30817	34038	1	622	0.0286206896551724	3222	83	"carbamoyl-phosphate synthase large subunit"
BW25113_0034	caiF	0	34300	34695	1	415	0.0980392156862745	396	35	"cai operon transcriptional activator"
BW25113_0035	caiE	0	34781	35371	-1	139	0.0300751879699248	591	16	"stimulator of CaiD and CaiB enzyme activities"
BW25113_0036	caiD	0	35377	36162	-1	339	0.0466101694915254	786	33	"carnitinyl-CoA dehydratase"
BW25113_0037	caiC	0	36271	37824	-1	607	0.041458184417441	1554	58	"putative crotonobetaine/carnitine-CoA ligase"
BW25113_0038	caiB	0	37898	39115	-1	437	0.0382862351868733	1218	42	"crotonobetainyl CoA:carnitine CoA transferase"
BW25113_0039	caiA	0	39244	40386	-1	308	0.0359572400388727	1143	37	"crotonobetaine reductase subunit II, FAD-binding"
BW25113_0040	caiT	0	40417	41931	-1	867	0.0593841642228739	1515	81	"putative transporter"
BW25113_0041	fixA	0	42403	43173	1	365	0.0417867435158501	771	29	"anaerobic carnitine reduction putative electron transfer flavoprotein subunit"
BW25113_0042	fixB	0	43188	44129	1	289	0.0306603773584906	942	26	"putative electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein"
BW25113_0043	fixC	0	44180	45466	1	190	0.0232959447799827	1287	27	"putative oxidoreductase"
BW25113_0044	fixX	0	45463	45750	1	135	0.0307692307692308	288	8	"putative 4Fe-4S ferredoxin-type protein"
BW25113_0045	yaaU	0	45807	47138	1	440	0.0350291909924937	1332	42	"putative transporter"
BW25113_0046	kefF	0	47246	47776	1	211	0.0376569037656904	531	18	"potassium-efflux system ancillary protein for KefC, glutathione-regulated; quinone oxidoreductase, FMN-dependent"
BW25113_0047	kefC	0	47769	49631	1	352	0.0256410256410256	1863	43	"potassium:proton antiporter"
BW25113_0048	folA	0	49823	50302	1	0	0	480	0	"dihydrofolate reductase"
BW25113_0049	apaH	0	50380	51222	-1	74	0.0171277997364954	843	13	"diadenosine tetraphosphatase"
BW25113_0050	apaG	0	51229	51606	-1	156	0.0381231671554252	378	13	"protein associated with Co2+ and Mg2+ efflux"
BW25113_0051	rsmA	0	51609	52430	-1	291	0.0418918918918919	822	31	"16S rRNA m(6)A1518, m(6)A1519 dimethyltransferase, SAM-dependent"
BW25113_0052	pdxA	0	52427	53416	-1	9	0.00112233445566779	990	1	"4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent"
BW25113_0053	surA	0	53416	54702	-1	72	0.00776531492666091	1287	9	"peptidyl-prolyl cis-trans isomerase (PPIase)"
BW25113_0054	lptD	0	54755	57109	-1	0	0	2355	0	"LPS assembly OM complex LptDE, beta-barrel component"
BW25113_0055	djlA	0	57364	58179	1	504	0.0653061224489796	816	48	"membrane-anchored DnaK co-chaperone, DNA-binding protein"
BW25113_4659	yabP	0	58474	59279	1	4585	0.15564738292011	806	113	pseudogene
BW25113_0058	rluA	0	59687	60346	-1	304	0.0437710437710438	660	26	"dual specificity 23S rRNA pseudouridine(746), tRNA pseudouridine(32) synthase, SAM-dependent"
BW25113_0059	rapA	0	60358	63264	-1	764	0.0363011081390906	2907	95	"RNA polymerase remodeling/recycling factor ATPase; RNA polymerase-associated, ATP-dependent RNA translocase"
BW25113_0060	polB	0	63429	65780	-1	871	0.0429853566367501	2352	91	"DNA polymerase II"
BW25113_0061	araD	0	65855	66532	-1	205	0.0458265139116203	678	28	pseudogene
BW25113_0064	araC	0	66874	67752	1	290	0.0378787878787879	879	30	"ara regulon transcriptional activator; autorepressor"
BW25113_0065	yabI	0	67838	68602	1	209	0.0304789550072569	765	21	"DedA family inner membrane protein"
BW25113_0066	thiQ	0	68716	69414	-1	188	0.0317460317460317	699	20	"thiamine, thiamine pyrophosphate ABC transporter ATPase; ThiBPQ thiamine, thiamine pyrophosphate importer"
BW25113_0067	thiP	0	69398	71008	-1	669	0.0462068965517241	1611	67	"thiamine, thiamine pyrophosphate ABC transporter permease; ThiBPQ thiamine, thiamine pyrophosphate importer"
BW25113_0068	thiB	0	70984	71967	-1	334	0.0338600451467269	984	30	"thiamine-, thiamine pyrophosphate-, thiamine monophosphate-binding ABC transporter periplasmic protein; ThiBPQ thiamine, thiamine pyrophosphate importer"
BW25113_0069	sgrR	0	72131	73786	-1	550	0.0348759221998659	1656	52	"transcriptional DNA-binding transcriptional activator of sgrS sRNA"
BW25113_4577	sgrS	0	73854	74080	1	49	0.0390243902439024	227	8	
BW25113_4662	sgrT	0	73875	74006	1	29	0.0420168067226891	132	5	"inhibitor of glucose uptake"
BW25113_0070	setA	0	74108	75286	1	731	0.0715630885122411	1179	76	"broad specificity sugar efflux system"
BW25113_0071	leuD	0	75335	75940	-1	294	0.0421245421245421	606	23	"3-isopropylmalate dehydratase small subunit"
BW25113_0072	leuC	0	75951	77351	-1	507	0.0372720063441713	1401	47	"3-isopropylmalate dehydratase large subunit"
BW25113_0073	leuB	0	77354	78445	-1	418	0.0406917599186165	1092	40	"3-isopropylmalate dehydrogenase, NAD(+)-dependent"
BW25113_0074	leuA	0	78445	80016	-1	468	0.0381625441696113	1572	54	"2-isopropylmalate synthase"
BW25113_0075	leuL	0	80109	80195	-1	640	0.341772151898734	87	27	"leu operon leader peptide"
BW25113_0076	leuO	0	80855	81799	1	1133	0.0834312573443008	945	71	"global transcription factor"
BW25113_0077	ilvI	0	82117	83841	1	1045	0.0643915003219575	1725	100	"acetolactate synthase 3 large subunit"
BW25113_0078	ilvH	0	83844	84335	1	324	0.0564334085778781	492	25	"acetolactate synthase 3, small subunit, valine-sensitive"
BW25113_0080	cra	0	84515	85519	1	349	0.0375690607734807	1005	34	"transcriptional repressor-activator for carbon metabolism"
BW25113_0081	mraZ	0	86121	86579	1	121	0.0241545893719807	459	10	"RsmH methytransferase inhibitor"
BW25113_0082	rsmH	0	86581	87522	1	162	0.0212264150943396	942	18	"16S rRNA m(4)C1402 methyltransferase, SAM-dependent"
BW25113_0083	ftsL	0	87519	87884	1	5	0.00303030303030303	366	1	"membrane bound cell division protein at septum containing leucine zipper motif"
BW25113_0084	ftsI	0	87900	89666	1	0	0	1767	0	"transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)"
BW25113_0085	murE	0	89653	91140	1	0	0	1488	0	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase"
BW25113_0086	murF	0	91137	92495	1	0	0	1359	0	"UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase"
BW25113_0087	mraY	0	92489	93571	1	0	0	1083	0	"phospho-N-acetylmuramoyl-pentapeptide transferase"
BW25113_0088	murD	0	93574	94890	1	12	0.000843170320404722	1317	1	"UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase"
BW25113_0089	ftsW	0	94890	96134	1	0	0	1245	0	"lipid II flippase; integral membrane protein involved in stabilizing FstZ ring during cell division"
BW25113_0090	murG	0	96131	97198	1	0	0	1068	0	"N-acetylglucosaminyl transferase"
BW25113_0091	murC	0	97252	98727	1	0	0	1476	0	"UDP-N-acetylmuramate:L-alanine ligase"
BW25113_0092	ddlB	0	98720	99640	1	96	0.0132689987937274	921	11	"D-alanine:D-alanine ligase"
BW25113_0093	ftsQ	0	99642	100472	1	19	0.00133689839572193	831	1	"divisome assembly protein, membrane anchored protein involved in growth of wall at septum"
BW25113_0094	ftsA	0	100469	101731	1	0	0	1263	0	"ATP-binding cell division protein involved in recruitment of FtsK to Z ring"
BW25113_0095	ftsZ	0	101792	102943	1	0	0	1152	0	"GTP-binding tubulin-like cell division protein"
BW25113_0096	lpxC	0	103044	103961	1	0	0	918	0	"UDP-3-O-acyl N-acetylglucosamine deacetylase"
BW25113_0097	secM	0	104192	104704	1	25	0.00649350649350649	513	3	"regulator of secA translation"
BW25113_0098	secA	0	104766	107471	1	0	0	2706	0	"preprotein translocase subunit, ATPase"
BW25113_0099	mutT	0	107531	107920	1	90	0.0284900284900285	390	10	"nucleoside triphosphate pyrophosphohydrolase, marked preference for dGTP"
BW25113_0101	yacG	0	108136	108333	-1	34	0.0167597765363128	198	3	"DNA gyrase inhibitor"
BW25113_0102	zapD	0	108343	109086	-1	105	0.0238805970149254	744	16	"FtsZ stabilizer"
BW25113_0103	coaE	0	109086	109706	-1	0	0	621	0	"dephospho-CoA kinase"
BW25113_0104	guaC	0	109931	110974	1	244	0.0319148936170213	1044	30	"GMP reductase"
BW25113_0106	hofC	0	111009	112211	-1	286	0.0332409972299169	1203	36	"assembly protein in type IV pilin biogenesis, transmembrane protein"
BW25113_0107	hofB	0	112201	113586	-1	292	0.0296474358974359	1386	37	"T2SE secretion family protein; P-loop ATPase superfamily protein"
BW25113_0108	ppdD	0	113596	114036	-1	103	0.0277078085642317	441	11	"putative prepilin peptidase-dependent pilin"
BW25113_0109	nadC	0	114239	115132	-1	149	0.022360248447205	894	18	"quinolinate phosphoribosyltransferase"
BW25113_0110	ampD	0	115220	115771	1	105	0.0261569416498994	552	13	"1,6-anhydro-N-acetylmuramyl-L-alanine amidase, Zn-dependent; murein amidase"
BW25113_0111	ampE	0	115768	116622	1	254	0.038961038961039	855	30	"ampicillin resistance inner membrane protein; putative signaling protein in beta-lactamase regulation"
BW25113_0112	aroP	0	116665	118038	-1	577	0.0557801131770412	1374	69	"aromatic amino acid transporter"
BW25113_0113	pdhR	0	118579	119343	1	247	0.0333817126269956	765	23	"pyruvate dehydrogenase complex repressor; autorepressor"
BW25113_0114	aceE	0	119504	122167	1	157	0.0108423686405338	2664	26	"pyruvate dehydrogenase, decarboxylase component E1, thiamine triphosphate-binding"
BW25113_0115	aceF	0	122182	124074	1	128	0.0105633802816901	1893	18	"pyruvate dehydrogenase, dihydrolipoyltransacetylase component E2"
BW25113_0116	lpd	0	124399	125823	1	0	0	1425	0	"lipoamide dehydrogenase, E3 component is part of three enzyme complexes"
BW25113_0117	yacH	0	125894	127747	-1	489	0.0323547034152187	1854	54	"uncharacterized protein"
BW25113_0118	acnB	0	128102	130699	1	42	0.00256519880290723	2598	6	"bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase"
BW25113_0119	yacL	0	130875	131237	1	80	0.0336391437308868	363	11	"UPF0231 family protein"
BW25113_0120	speD	0	131275	132069	-1	252	0.0377094972067039	795	27	"S-adenosylmethionine decarboxylase"
BW25113_0121	speE	0	132085	132951	-1	212	0.0256081946222791	867	20	"spermidine synthase (putrescine aminopropyltransferase)"
BW25113_0122	yacC	0	133057	133404	-1	107	0.0382165605095541	348	12	"PulS_OutS family protein"
BW25113_0123	cueO	0	133570	135120	1	304	0.0229226361031519	1551	32	"multicopper oxidase (laccase)"
BW25113_0124	gcd	0	135322	137712	-1	946	0.0371747211895911	2391	80	"glucose dehydrogenase"
BW25113_0125	hpt	0	137918	138454	1	76	0.0206611570247934	537	10	"hypoxanthine phosphoribosyltransferase"
BW25113_0126	can	0	138495	139157	-1	0	0	663	0	"carbonic anhydrase"
BW25113_0127	yadG	0	139266	140192	1	254	0.0359281437125748	927	30	"putative ABC superfamily transporter ATP-binding subunit"
BW25113_0128	yadH	0	140189	140959	1	254	0.0389048991354467	771	27	"inner membrane putative ABC superfamily transporter permease"
BW25113_0129	yadI	0	141064	141504	1	98	0.0302267002518892	441	12	"putative PTS Enzyme IIA"
BW25113_0130	yadE	0	141568	142797	1	314	0.028906955736224	1230	32	"putative polysaccharide deacetylase lipoprotein"
BW25113_0131	panD	0	142801	143181	-1	38	0.0145772594752187	381	5	"aspartate 1-decarboxylase"
BW25113_0132	yadD	0	143455	144357	1	366	0.030750307503075	903	25	"transposase_31 family protein"
BW25113_0133	panC	0	144431	145282	-1	201	0.0234680573663625	852	18	"pantothenate synthetase"
BW25113_0134	panB	0	145294	146088	-1	308	0.0502793296089385	795	36	"3-methyl-2-oxobutanoate hydroxymethyltransferase"
BW25113_0135	yadC	0	146202	147440	-1	669	0.039426523297491	1239	44	"putative fimbrial-like adhesin protein"
BW25113_0136	yadK	0	147490	148086	-1	27	0.00557620817843866	597	3	"putative fimbrial-like adhesin protein"
BW25113_0137	yadL	0	148113	148718	-1	220	0.0274725274725275	606	15	"putative fimbrial-like adhesin protein"
BW25113_0138	yadM	0	148730	149299	-1	52	0.0155945419103314	570	8	"putative fimbrial-like adhesin protein"
BW25113_0139	htrE	0	149316	151913	-1	2356	0.0863616930312099	2598	202	"putative outer membrane usher protein"
BW25113_0140	yadV	0	151948	152688	-1	777	0.0794602698650675	741	53	"putative periplasmic pilin chaperone"
BW25113_0141	yadN	0	152786	153370	-1	101	0.0227703984819734	585	12	"putative fimbrial-like adhesin protein"
BW25113_0142	folK	0	153740	154219	-1	3	0.00231481481481481	480	1	"2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase"
BW25113_0143	pcnB	0	154216	155613	-1	194	0.0182684670373312	1398	23	"poly(A) polymerase"
BW25113_0144	gluQ	0	155673	156599	-1	193	0.0311377245508982	927	26	"glutamyl-Q tRNA(Asp) synthetase"
BW25113_0145	dksA	0	156636	157091	-1	62	0.0170316301703163	456	7	"transcriptional regulator of rRNA transcription, DnaK suppressor protein"
BW25113_0146	sfsA	0	157269	157973	-1	386	0.0393700787401575	705	25	"sugar fermentation stimulation protein A"
BW25113_0147	ligT	0	157988	158518	-1	135	0.0376569037656904	531	18	"2'-5' RNA ligase"
BW25113_0148	hrpB	0	158592	161021	1	977	0.0397805212620027	2430	87	"putative ATP-dependent helicase"
BW25113_0149	mrcB	0	161217	163751	1	542	0.0297984224364592	2535	68	"fused glycosyl transferase and transpeptidase"
BW25113_0150	fhuA	0	163971	166214	1	724	0.0346534653465347	2244	70	"ferrichrome outer membrane transporter"
BW25113_0151	fhuC	0	166265	167062	1	251	0.0389429763560501	798	28	"iron-hydroxamate transporter subunit"
BW25113_0152	fhuD	0	167062	167952	1	142	0.0286783042394015	891	23	"iron-hydroxamate transporter subunit"
BW25113_0153	fhuB	0	167949	169931	1	396	0.0330532212885154	1983	59	"fused iron-hydroxamate transporter subunits of ABC superfamily: membrane components"
BW25113_0154	hemL	0	170089	171369	-1	0	0	1281	0	"glutamate-1-semialdehyde aminotransferase (aminomutase)"
BW25113_0155	clcA	0	171594	173015	1	443	0.03359375	1422	43	"H(+)/Cl(-) exchange transporter"
BW25113_0156	erpA	0	173097	173441	1	0	0	345	0	"iron-sulfur cluster insertion protein"
BW25113_0157	yadS	0	173488	174111	-1	180	0.0391459074733096	624	22	"UPF0126 family inner membrane protein"
BW25113_0158	btuF	0	174149	174949	-1	101	0.0166435506241331	801	12	"vitamin B12 transporter subunit: periplasmic-binding component of ABC superfamily"
BW25113_0159	mtn	0	174942	175640	-1	14	0.00317460317460317	699	2	"5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase"
BW25113_0160	dgt	0	175724	177241	1	1904	0.0921726408193124	1518	126	"deoxyguanosine triphosphate triphosphohydrolase"
BW25113_0161	degP	0	177371	178795	1	332	0.0319563522992985	1425	41	"serine endoprotease (protease Do), membrane-associated"
BW25113_0162	cdaR	0	178950	180107	1	285	0.0268456375838926	1158	28	"carbohydrate diacid regulon transcriptional regulator; autoregulator"
BW25113_0163	yaeH	0	180196	180582	-1	105	0.0372492836676218	387	13	"UPF0325 family protein"
BW25113_0164	yaeI	0	180744	181556	-1	277	0.0327868852459016	813	24	"phosphodiesterase with model substrate bis-pNPP"
BW25113_0166	dapD	0	181610	182434	-1	0	0	825	0	"2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase"
BW25113_0167	glnD	0	182465	185137	-1	39	0.00249376558603491	2673	6	uridylyltransferase
BW25113_0168	map	0	185199	185993	-1	0	0	795	0	"methionine aminopeptidase"
BW25113_4414	tff	0	186199	186334	1	2	0.00813008130081301	136	1	
BW25113_0169	rpsB	0	186361	187086	1	0	0	726	0	"30S ribosomal subunit protein S2"
BW25113_0170	tsf	0	187344	188195	1	0	0	852	0	"translation elongation factor EF-Ts"
BW25113_0171	pyrH	0	188342	189067	1	0	0	726	0	"uridylate kinase"
BW25113_0172	frr	0	189359	189916	1	0	0	558	0	"ribosome recycling factor"
BW25113_0173	dxr	0	190008	191204	1	0	0	1197	0	"1-deoxy-D-xylulose 5-phosphate reductoisomerase"
BW25113_0174	ispU	0	191390	192151	1	12	0.00291545189504373	762	2	"undecaprenyl pyrophosphate synthase"
BW25113_0175	cdsA	0	192164	193021	1	0	0	858	0	"CDP-diglyceride synthase"
BW25113_0176	rseP	0	193033	194385	1	6	0.000821018062397373	1353	1	"inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA; cleaved signal peptide endoprotease"
BW25113_0177	bamA	0	194415	196847	1	0	0	2433	0	"BamABCDE complex OM biogenesis outer membrane pore-forming assembly factor"
BW25113_0178	skp	0	196969	197454	1	38	0.0091324200913242	486	4	"periplasmic chaperone"
BW25113_0179	lpxD	0	197458	198483	1	0	0	1026	0	"UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase"
BW25113_0180	fabZ	0	198588	199043	1	0	0	456	0	"(3R)-hydroxymyristol acyl carrier protein dehydratase"
BW25113_0181	lpxA	0	199047	199835	1	0	0	789	0	"UDP-N-acetylglucosamine acetyltransferase"
BW25113_0182	lpxB	0	199835	200983	1	0	0	1149	0	"tetraacyldisaccharide-1-P synthase"
BW25113_0183	rnhB	0	200980	201576	1	56	0.0111524163568773	597	6	"ribonuclease HII, degrades RNA of DNA-RNA hybrids"
BW25113_0184	dnaE	0	201613	205095	1	0	0	3483	0	"DNA polymerase III alpha subunit"
BW25113_0185	accA	0	205108	206067	1	0	0	960	0	"acetyl-CoA carboxylase, carboxytransferase, alpha subunit"
BW25113_0186	ldcC	0	206166	208307	1	310	0.0186721991701245	2142	36	"lysine decarboxylase 2, constitutive"
BW25113_0187	yaeR	0	208364	208753	1	77	0.0284900284900285	390	10	"putative lyase"
BW25113_0188	tilS	0	208818	210116	1	33	0.00256410256410256	1299	3	"tRNA(Ile)-lysidine synthetase"
BW25113_0189	rof	0	210165	210419	-1	29	0.00869565217391304	255	2	"modulator of Rho-dependent transcription termination"
BW25113_4406	yaeP	0	210412	210612	-1	10	0.00552486187845304	201	1	"UPF0253 family protein"
BW25113_0190	yaeQ	0	210778	211323	1	96	0.0304878048780488	546	15	"PDDEXK superfamily protein"
BW25113_0191	arfB	0	211320	211742	1	81	0.0236220472440945	423	9	"alternative stalled-ribosome rescue factor B; peptidyl-tRNA hydrolase, ribosome-attached"
BW25113_0192	nlpE	0	211756	212466	1	278	0.0359375	711	23	"lipoprotein involved with copper homeostasis and adhesion"
BW25113_0193	yaeF	0	212666	213490	-1	229	0.0363391655450875	825	27	"putative lipoprotein"
BW25113_0194	proS	0	213544	215262	-1	0	0	1719	0	"prolyl-tRNA synthetase"
BW25113_0195	tsaA	0	215374	216081	-1	197	0.0313479623824451	708	20	"tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase, SAM-dependent"
BW25113_0196	rcsF	0	216078	216482	-1	257	0.0684931506849315	405	25	"putative outer membrane protein"
BW25113_0197	metQ	0	216600	217415	-1	210	0.0312925170068027	816	23	"DL-methionine transporter subunit"
BW25113_0198	metI	0	217455	218108	-1	341	0.0458404074702886	654	27	"DL-methionine transporter subunit"
BW25113_0199	metN	0	218101	219132	-1	392	0.0376749192680301	1032	35	"DL-methionine transporter subunit"
BW25113_0200	gmhB	0	219320	219895	1	181	0.0269749518304432	576	14	"D,D-heptose 1,7-bisphosphate phosphatase"
BW25113_0201	rrsH	0	220258	221799	1	0	0	1542	0	
BW25113_0202	ileV	0	221868	221944	1	0	0	77	0	
BW25113_0203	alaV	0	221987	222062	1	1	0.0144927536231884	76	1	
BW25113_0204	rrlH	0	222246	225149	1	19	0.000382555470543229	2904	1	
BW25113_0205	rrfH	0	225243	225362	1	0	0	120	0	
BW25113_0206	aspU	0	225415	225491	1	0	0	77	0	
BW25113_0207	dkgB	0	225654	226457	1	60	0.00966850828729282	804	7	"2,5-diketo-D-gluconate reductase B"
BW25113_0208	yafC	0	226454	227368	-1	63	0.00606796116504854	915	5	"LysR family putative transcriptional regulator"
BW25113_0209	yafD	0	227609	228409	1	91	0.0152565880721221	801	11	"endo/exonuclease/phosphatase family protein"
BW25113_0210	yafE	0	228413	229036	1	100	0.0213523131672598	624	12	"putative S-adenosyl-L-methionine-dependent methyltransferase"
BW25113_0211	mltD	0	229084	230442	-1	373	0.0285947712418301	1359	35	"putative membrane-bound lytic murein transglycosylase D"
BW25113_0212	gloB	0	230514	231269	-1	59	0.00881057268722467	756	6	"hydroxyacylglutathione hydrolase"
BW25113_0213	yafS	0	231303	232025	1	87	0.010752688172043	723	7	"putative S-adenosyl-L-methionine-dependent methyltransferase"
BW25113_0214	rnhA	0	232022	232489	-1	112	0.023696682464455	468	10	"ribonuclease HI, degrades RNA of DNA-RNA hybrids"
BW25113_0215	dnaQ	0	232554	233285	1	17	0.00151745068285281	732	1	"DNA polymerase III epsilon subunit"
BW25113_0216	aspV	0	233418	233494	1	47	0.0428571428571429	77	3	
BW25113_0217	yafT	0	233822	234607	1	102	0.018361581920904	786	13	lipoprotein
BW25113_4586	ykfM	0	234744	235223	-1	0	0	480	0	"lethality reduction protein, putative inner membrane protein"
BW25113_0218	yafU	0	235233	235589	-1	120	0.0341614906832298	357	11	pseudogene
BW25113_4503	yafF	0	235593	235865	1	41	0.0284552845528455	273	7	pseudogene
BW25113_0219	yafV	0	235906	236676	-1	207	0.0331412103746398	771	23	"putative NAD(P)-binding C-N hydrolase family amidase"
BW25113_0220	ivy	0	236830	237303	1	260	0.0515222482435597	474	22	"inhibitor of c-type lysozyme, periplasmic"
BW25113_0221	fadE	0	237346	239790	-1	469	0.0268059972739664	2445	59	"acyl coenzyme A dehydrogenase"
BW25113_0222	gmhA	0	240030	240608	1	0	0	579	0	"D-sedoheptulose 7-phosphate isomerase"
BW25113_0223	yafJ	0	240814	241581	1	325	0.0375722543352601	768	26	"putative amidotransfease"
BW25113_0224	yafK	0	241552	242292	-1	254	0.0389805097451274	741	26	"L,D-transpeptidase-related protein"
BW25113_0225	yafQ	0	242448	242726	-1	88	0.0515873015873016	279	13	"translation inhibitor toxin of toxin-antitoxin pair YafQ/DinJ"
BW25113_0226	dinJ	0	242729	242989	-1	122	0.0638297872340425	261	15	"antitoxin of YafQ-DinJ toxin-antitoxin system"
BW25113_0227	yafL	0	243199	243948	1	185	0.0325925925925926	750	22	"putative lipoprotein and C40 family peptidase"
BW25113_0228	rayT	0	244124	244621	1	181	0.0423162583518931	498	19	"RAYT REP element-mobilizing transposase; TnpA(REP)"
BW25113_0229	lfhA	0	244845	246557	-1	455	0.0337224383916991	1713	52	pseudogene
BW25113_0230	lafU	0	246559	247314	1	137	0.0279001468428781	756	19	pseudogene
BW25113_0231	dinB	0	247385	248440	1	109	0.0220820189274448	1056	21	"DNA polymerase IV"
BW25113_0232	yafN	0	248492	248785	1	0	0	294	0	"antitoxin of the YafO-YafN toxin-antitoxin system"
BW25113_0233	yafO	0	248788	249186	1	195	0.0527777777777778	399	19	"mRNA interferase toxin of the YafO-YafN toxin-antitoxin system"
BW25113_0234	yafP	0	249196	249648	1	18	0.00490196078431373	453	2	"putative acyl-CoA transferase"
BW25113_0235	ykfJ	0	249966	250172	1	173	0.106951871657754	207	20	pseudogene
BW25113_0236	prfH	0	250189	250689	1	181	0.0354767184035477	501	16	pseudogene
BW25113_0237	pepD	0	250746	252203	-1	452	0.035034272658035	1458	46	"aminoacyl-histidine dipeptidase (peptidase D)"
BW25113_0238	gpt	0	252464	252922	1	142	0.036231884057971	459	15	"xanthine phosphoribosyltransferase; xanthine-guanine phosphoribosyltransferase"
BW25113_0239	frsA	0	253014	254258	1	312	0.0338983050847458	1245	38	"fermentation-respiration switch protein; PTS Enzyme IIA(Glc)-binding protein; pNP-butyrate esterase activity"
BW25113_0240	crl	0	254316	254717	1	433	0.0662983425414365	402	24	"RNA polymerase holoenzyme assembly factor crl"
BW25113_0241	phoE	0	254756	255811	-1	1165	0.0778128286014721	1056	74	"outer membrane phosphoporin protein E"
BW25113_0242	proB	0	256099	257202	1	466	0.0422535211267606	1104	42	"gamma-glutamate kinase"
