locus_tag	gene_name	ncrna	start	end	strand	read_count	ins_index	gene_length	ins_count	fcn
BW25113_0059	rapA	0	60358	63264	-1	2413	0.102789453572793	2907	269	"RNA polymerase remodeling/recycling factor ATPase; RNA polymerase-associated, ATP-dependent RNA translocase"
BW25113_0060	polB	0	63429	65780	-1	1942	0.0977798771846953	2352	207	"DNA polymerase II"
BW25113_0061	araD	0	65855	66532	-1	624	0.117839607201309	678	72	pseudogene
BW25113_0064	araC	0	66874	67752	1	589	0.0934343434343434	879	74	"ara regulon transcriptional activator; autorepressor"
BW25113_0065	yabI	0	67838	68602	1	476	0.06966618287373	765	48	"DedA family inner membrane protein"
BW25113_0066	thiQ	0	68716	69414	-1	421	0.0650793650793651	699	41	"thiamine, thiamine pyrophosphate ABC transporter ATPase; ThiBPQ thiamine, thiamine pyrophosphate importer"
BW25113_0067	thiP	0	69398	71008	-1	1226	0.0979310344827586	1611	142	"thiamine, thiamine pyrophosphate ABC transporter permease; ThiBPQ thiamine, thiamine pyrophosphate importer"
BW25113_0068	thiB	0	70984	71967	-1	620	0.0857787810383747	984	76	"thiamine-, thiamine pyrophosphate-, thiamine monophosphate-binding ABC transporter periplasmic protein; ThiBPQ thiamine, thiamine pyrophosphate importer"
BW25113_0069	sgrR	0	72131	73786	-1	1425	0.0952380952380952	1656	142	"transcriptional DNA-binding transcriptional activator of sgrS sRNA"
BW25113_4577	sgrS	0	73854	74080	1	179	0.131707317073171	227	27	
BW25113_4662	sgrT	0	73875	74006	1	86	0.134453781512605	132	16	"inhibitor of glucose uptake"
BW25113_0070	setA	0	74108	75286	1	1329	0.124293785310734	1179	132	"broad specificity sugar efflux system"
BW25113_0071	leuD	0	75335	75940	-1	612	0.0952380952380952	606	52	"3-isopropylmalate dehydratase small subunit"
BW25113_0072	leuC	0	75951	77351	-1	1124	0.0729579698651864	1401	92	"3-isopropylmalate dehydratase large subunit"
BW25113_0073	leuB	0	77354	78445	-1	750	0.0935910478128179	1092	92	"3-isopropylmalate dehydrogenase, NAD(+)-dependent"
BW25113_0074	leuA	0	78445	80016	-1	1223	0.102473498233216	1572	145	"2-isopropylmalate synthase"
BW25113_0075	leuL	0	80109	80195	-1	1676	0.556962025316456	87	44	"leu operon leader peptide"
BW25113_0076	leuO	0	80855	81799	1	2436	0.170387779083431	945	145	"global transcription factor"
BW25113_0077	ilvI	0	82117	83841	1	2767	0.147456535737283	1725	229	"acetolactate synthase 3 large subunit"
BW25113_0078	ilvH	0	83844	84335	1	679	0.112866817155756	492	50	"acetolactate synthase 3, small subunit, valine-sensitive"
BW25113_0080	cra	0	84515	85519	1	349	0.0718232044198895	1005	65	"transcriptional repressor-activator for carbon metabolism"
BW25113_0081	mraZ	0	86121	86579	1	286	0.0676328502415459	459	28	"RsmH methytransferase inhibitor"
BW25113_0082	rsmH	0	86581	87522	1	211	0.035377358490566	942	30	"16S rRNA m(4)C1402 methyltransferase, SAM-dependent"
BW25113_0083	ftsL	0	87519	87884	1	8	0.00606060606060606	366	2	"membrane bound cell division protein at septum containing leucine zipper motif"
BW25113_0084	ftsI	0	87900	89666	1	0	0	1767	0	"transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)"
BW25113_0085	murE	0	89653	91140	1	0	0	1488	0	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase"
BW25113_0086	murF	0	91137	92495	1	0	0	1359	0	"UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase"
BW25113_0087	mraY	0	92489	93571	1	0	0	1083	0	"phospho-N-acetylmuramoyl-pentapeptide transferase"
BW25113_0088	murD	0	93574	94890	1	22	0.000843170320404722	1317	1	"UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase"
BW25113_0089	ftsW	0	94890	96134	1	9	0.00356824264049955	1245	4	"lipid II flippase; integral membrane protein involved in stabilizing FstZ ring during cell division"
BW25113_0090	murG	0	96131	97198	1	0	0	1068	0	"N-acetylglucosaminyl transferase"
BW25113_0091	murC	0	97252	98727	1	0	0	1476	0	"UDP-N-acetylmuramate:L-alanine ligase"
BW25113_0092	ddlB	0	98720	99640	1	297	0.0470446320868516	921	39	"D-alanine:D-alanine ligase"
BW25113_0093	ftsQ	0	99642	100472	1	32	0.00133689839572193	831	1	"divisome assembly protein, membrane anchored protein involved in growth of wall at septum"
BW25113_0094	ftsA	0	100469	101731	1	0	0	1263	0	"ATP-binding cell division protein involved in recruitment of FtsK to Z ring"
BW25113_0095	ftsZ	0	101792	102943	1	0	0	1152	0	"GTP-binding tubulin-like cell division protein"
BW25113_0096	lpxC	0	103044	103961	1	0	0	918	0	"UDP-3-O-acyl N-acetylglucosamine deacetylase"
BW25113_0097	secM	0	104192	104704	1	59	0.0194805194805195	513	9	"regulator of secA translation"
BW25113_0098	secA	0	104766	107471	1	5	0.000410509031198686	2706	1	"preprotein translocase subunit, ATPase"
BW25113_0099	mutT	0	107531	107920	1	283	0.0826210826210826	390	29	"nucleoside triphosphate pyrophosphohydrolase, marked preference for dGTP"
BW25113_0101	yacG	0	108136	108333	-1	59	0.0558659217877095	198	10	"DNA gyrase inhibitor"
BW25113_0102	zapD	0	108343	109086	-1	299	0.0507462686567164	744	34	"FtsZ stabilizer"
BW25113_0103	coaE	0	109086	109706	-1	22	0.00536672629695885	621	3	"dephospho-CoA kinase"
BW25113_0104	guaC	0	109931	110974	1	669	0.074468085106383	1044	70	"GMP reductase"
BW25113_0106	hofC	0	111009	112211	-1	759	0.0904893813481071	1203	98	"assembly protein in type IV pilin biogenesis, transmembrane protein"
BW25113_0107	hofB	0	112201	113586	-1	848	0.0961538461538462	1386	120	"T2SE secretion family protein; P-loop ATPase superfamily protein"
BW25113_0108	ppdD	0	113596	114036	-1	281	0.105793450881612	441	42	"putative prepilin peptidase-dependent pilin"
BW25113_0109	nadC	0	114239	115132	-1	372	0.0695652173913043	894	56	"quinolinate phosphoribosyltransferase"
BW25113_0110	ampD	0	115220	115771	1	345	0.0764587525150905	552	38	"1,6-anhydro-N-acetylmuramyl-L-alanine amidase, Zn-dependent; murein amidase"
BW25113_0111	ampE	0	115768	116622	1	674	0.0961038961038961	855	74	"ampicillin resistance inner membrane protein; putative signaling protein in beta-lactamase regulation"
BW25113_0112	aroP	0	116665	118038	-1	1327	0.121261115602264	1374	150	"aromatic amino acid transporter"
BW25113_0113	pdhR	0	118579	119343	1	494	0.0609579100145138	765	42	"pyruvate dehydrogenase complex repressor; autorepressor"
BW25113_0114	aceE	0	119504	122167	1	111	0.0104253544620517	2664	25	"pyruvate dehydrogenase, decarboxylase component E1, thiamine triphosphate-binding"
BW25113_0115	aceF	0	122182	124074	1	42	0.00880281690140845	1893	15	"pyruvate dehydrogenase, dihydrolipoyltransacetylase component E2"
BW25113_0116	lpd	0	124399	125823	1	0	0	1425	0	"lipoamide dehydrogenase, E3 component is part of three enzyme complexes"
BW25113_0117	yacH	0	125894	127747	-1	1374	0.0868783702816057	1854	145	"uncharacterized protein"
BW25113_0118	acnB	0	128102	130699	1	63	0.00812312954253955	2598	19	"bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase"
BW25113_0119	yacL	0	130875	131237	1	295	0.0978593272171254	363	32	"UPF0231 family protein"
BW25113_0120	speD	0	131275	132069	-1	691	0.0879888268156425	795	63	"S-adenosylmethionine decarboxylase"
BW25113_0121	speE	0	132085	132951	-1	350	0.058898847631242	867	46	"spermidine synthase (putrescine aminopropyltransferase)"
BW25113_0122	yacC	0	133057	133404	-1	260	0.0700636942675159	348	22	"PulS_OutS family protein"
BW25113_0123	cueO	0	133570	135120	1	945	0.0694842406876791	1551	97	"multicopper oxidase (laccase)"
BW25113_0124	gcd	0	135322	137712	-1	2090	0.0910780669144981	2391	196	"glucose dehydrogenase"
BW25113_0125	hpt	0	137918	138454	1	112	0.0433884297520661	537	21	"hypoxanthine phosphoribosyltransferase"
BW25113_0126	can	0	138495	139157	-1	0	0	663	0	"carbonic anhydrase"
BW25113_0127	yadG	0	139266	140192	1	551	0.0622754491017964	927	52	"putative ABC superfamily transporter ATP-binding subunit"
BW25113_0128	yadH	0	140189	140959	1	539	0.0734870317002882	771	51	"inner membrane putative ABC superfamily transporter permease"
BW25113_0129	yadI	0	141064	141504	1	326	0.0906801007556675	441	36	"putative PTS Enzyme IIA"
BW25113_0130	yadE	0	141568	142797	1	849	0.0785907859078591	1230	87	"putative polysaccharide deacetylase lipoprotein"
BW25113_0131	panD	0	142801	143181	-1	171	0.0524781341107872	381	18	"aspartate 1-decarboxylase"
BW25113_0132	yadD	0	143455	144357	1	805	0.0750307503075031	903	61	"transposase_31 family protein"
BW25113_0133	panC	0	144431	145282	-1	423	0.0730117340286832	852	56	"pantothenate synthetase"
BW25113_0134	panB	0	145294	146088	-1	706	0.103351955307263	795	74	"3-methyl-2-oxobutanoate hydroxymethyltransferase"
BW25113_0135	yadC	0	146202	147440	-1	2169	0.1084229390681	1239	121	"putative fimbrial-like adhesin protein"
BW25113_0136	yadK	0	147490	148086	-1	103	0.0241635687732342	597	13	"putative fimbrial-like adhesin protein"
BW25113_0137	yadL	0	148113	148718	-1	563	0.0604395604395604	606	33	"putative fimbrial-like adhesin protein"
BW25113_0138	yadM	0	148730	149299	-1	361	0.0584795321637427	570	30	"putative fimbrial-like adhesin protein"
BW25113_0139	htrE	0	149316	151913	-1	6313	0.184266780675502	2598	431	"putative outer membrane usher protein"
BW25113_0140	yadV	0	151948	152688	-1	2556	0.190404797601199	741	127	"putative periplasmic pilin chaperone"
BW25113_0141	yadN	0	152786	153370	-1	238	0.0588235294117647	585	31	"putative fimbrial-like adhesin protein"
BW25113_0142	folK	0	153740	154219	-1	73	0.00925925925925926	480	4	"2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase"
BW25113_0143	pcnB	0	154216	155613	-1	542	0.0603653693407466	1398	76	"poly(A) polymerase"
BW25113_0144	gluQ	0	155673	156599	-1	466	0.0838323353293413	927	70	"glutamyl-Q tRNA(Asp) synthetase"
BW25113_0145	dksA	0	156636	157091	-1	233	0.0656934306569343	456	27	"transcriptional regulator of rRNA transcription, DnaK suppressor protein"
BW25113_0146	sfsA	0	157269	157973	-1	1002	0.125984251968504	705	80	"sugar fermentation stimulation protein A"
BW25113_0147	ligT	0	157988	158518	-1	396	0.102510460251046	531	49	"2'-5' RNA ligase"
BW25113_0148	hrpB	0	158592	161021	1	1901	0.0855052583447645	2430	187	"putative ATP-dependent helicase"
BW25113_0149	mrcB	0	161217	163751	1	1441	0.0806310254163015	2535	184	"fused glycosyl transferase and transpeptidase"
BW25113_0150	fhuA	0	163971	166214	1	1859	0.100495049504951	2244	203	"ferrichrome outer membrane transporter"
BW25113_0151	fhuC	0	166265	167062	1	560	0.086230876216968	798	62	"iron-hydroxamate transporter subunit"
BW25113_0152	fhuD	0	167062	167952	1	603	0.0922693266832918	891	74	"iron-hydroxamate transporter subunit"
BW25113_0153	fhuB	0	167949	169931	1	1038	0.0789915966386555	1983	141	"fused iron-hydroxamate transporter subunits of ABC superfamily: membrane components"
BW25113_0154	hemL	0	170089	171369	-1	0	0	1281	0	"glutamate-1-semialdehyde aminotransferase (aminomutase)"
BW25113_0155	clcA	0	171594	173015	1	1357	0.0984375	1422	126	"H(+)/Cl(-) exchange transporter"
BW25113_0156	erpA	0	173097	173441	1	1	0.00321543408360129	345	1	"iron-sulfur cluster insertion protein"
BW25113_0157	yadS	0	173488	174111	-1	315	0.0782918149466192	624	44	"UPF0126 family inner membrane protein"
BW25113_0158	btuF	0	174149	174949	-1	314	0.0540915395284327	801	39	"vitamin B12 transporter subunit: periplasmic-binding component of ABC superfamily"
BW25113_0159	mtn	0	174942	175640	-1	0	0	699	0	"5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase"
BW25113_0160	dgt	0	175724	177241	1	5445	0.201170446232626	1518	275	"deoxyguanosine triphosphate triphosphohydrolase"
BW25113_0161	degP	0	177371	178795	1	1090	0.0958690568978956	1425	123	"serine endoprotease (protease Do), membrane-associated"
BW25113_0162	cdaR	0	178950	180107	1	687	0.0814956855225312	1158	85	"carbohydrate diacid regulon transcriptional regulator; autoregulator"
BW25113_0163	yaeH	0	180196	180582	-1	333	0.0945558739255014	387	33	"UPF0325 family protein"
BW25113_0164	yaeI	0	180744	181556	-1	694	0.0901639344262295	813	66	"phosphodiesterase with model substrate bis-pNPP"
BW25113_0166	dapD	0	181610	182434	-1	0	0	825	0	"2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase"
BW25113_0167	glnD	0	182465	185137	-1	156	0.0103906899418121	2673	25	uridylyltransferase
BW25113_0168	map	0	185199	185993	-1	0	0	795	0	"methionine aminopeptidase"
BW25113_4414	tff	0	186199	186334	1	1	0.00813008130081301	136	1	
BW25113_0169	rpsB	0	186361	187086	1	3	0.00152905198776758	726	1	"30S ribosomal subunit protein S2"
BW25113_0170	tsf	0	187344	188195	1	0	0	852	0	"translation elongation factor EF-Ts"
BW25113_0171	pyrH	0	188342	189067	1	0	0	726	0	"uridylate kinase"
BW25113_0172	frr	0	189359	189916	1	0	0	558	0	"ribosome recycling factor"
BW25113_0173	dxr	0	190008	191204	1	0	0	1197	0	"1-deoxy-D-xylulose 5-phosphate reductoisomerase"
BW25113_0174	ispU	0	191390	192151	1	15	0.0043731778425656	762	3	"undecaprenyl pyrophosphate synthase"
BW25113_0175	cdsA	0	192164	193021	1	0	0	858	0	"CDP-diglyceride synthase"
BW25113_0176	rseP	0	193033	194385	1	0	0	1353	0	"inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA; cleaved signal peptide endoprotease"
BW25113_0177	bamA	0	194415	196847	1	0	0	2433	0	"BamABCDE complex OM biogenesis outer membrane pore-forming assembly factor"
BW25113_0178	skp	0	196969	197454	1	54	0.0251141552511416	486	11	"periplasmic chaperone"
BW25113_0179	lpxD	0	197458	198483	1	0	0	1026	0	"UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase"
BW25113_0180	fabZ	0	198588	199043	1	0	0	456	0	"(3R)-hydroxymyristol acyl carrier protein dehydratase"
BW25113_0181	lpxA	0	199047	199835	1	0	0	789	0	"UDP-N-acetylglucosamine acetyltransferase"
BW25113_0182	lpxB	0	199835	200983	1	6	0.00289855072463768	1149	3	"tetraacyldisaccharide-1-P synthase"
BW25113_0183	rnhB	0	200980	201576	1	125	0.0353159851301115	597	19	"ribonuclease HII, degrades RNA of DNA-RNA hybrids"
BW25113_0184	dnaE	0	201613	205095	1	14	0.000318979266347687	3483	1	"DNA polymerase III alpha subunit"
BW25113_0185	accA	0	205108	206067	1	0	0	960	0	"acetyl-CoA carboxylase, carboxytransferase, alpha subunit"
BW25113_0186	ldcC	0	206166	208307	1	930	0.0612033195020747	2142	118	"lysine decarboxylase 2, constitutive"
BW25113_0187	yaeR	0	208364	208753	1	151	0.0541310541310541	390	19	"putative lyase"
BW25113_0188	tilS	0	208818	210116	1	22	0.00341880341880342	1299	4	"tRNA(Ile)-lysidine synthetase"
BW25113_0189	rof	0	210165	210419	-1	162	0.0521739130434783	255	12	"modulator of Rho-dependent transcription termination"
BW25113_4406	yaeP	0	210412	210612	-1	78	0.0497237569060773	201	9	"UPF0253 family protein"
BW25113_0190	yaeQ	0	210778	211323	1	148	0.0650406504065041	546	32	"PDDEXK superfamily protein"
BW25113_0191	arfB	0	211320	211742	1	286	0.0708661417322835	423	27	"alternative stalled-ribosome rescue factor B; peptidyl-tRNA hydrolase, ribosome-attached"
BW25113_0192	nlpE	0	211756	212466	1	543	0.0890625	711	57	"lipoprotein involved with copper homeostasis and adhesion"
BW25113_0193	yaeF	0	212666	213490	-1	601	0.0646029609690444	825	48	"putative lipoprotein"
BW25113_0194	proS	0	213544	215262	-1	0	0	1719	0	"prolyl-tRNA synthetase"
BW25113_0195	tsaA	0	215374	216081	-1	436	0.0815047021943574	708	52	"tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase, SAM-dependent"
BW25113_0196	rcsF	0	216078	216482	-1	462	0.134246575342466	405	49	"putative outer membrane protein"
BW25113_0197	metQ	0	216600	217415	-1	479	0.0884353741496599	816	65	"DL-methionine transporter subunit"
BW25113_0198	metI	0	217455	218108	-1	581	0.118845500848896	654	70	"DL-methionine transporter subunit"
BW25113_0199	metN	0	218101	219132	-1	742	0.0979547900968784	1032	91	"DL-methionine transporter subunit"
BW25113_0200	gmhB	0	219320	219895	1	57	0.0269749518304432	576	14	"D,D-heptose 1,7-bisphosphate phosphatase"
BW25113_0201	rrsH	0	220258	221799	1	4	0.000720461095100865	1542	1	
BW25113_0202	ileV	0	221868	221944	1	0	0	77	0	
BW25113_0203	alaV	0	221987	222062	1	17	0.0144927536231884	76	1	
BW25113_0204	rrlH	0	222246	225149	1	80	0.00229533282325937	2904	6	
BW25113_0205	rrfH	0	225243	225362	1	0	0	120	0	
BW25113_0206	aspU	0	225415	225491	1	1	0.0142857142857143	77	1	
BW25113_0207	dkgB	0	225654	226457	1	203	0.031767955801105	804	23	"2,5-diketo-D-gluconate reductase B"
BW25113_0208	yafC	0	226454	227368	-1	159	0.0327669902912621	915	27	"LysR family putative transcriptional regulator"
BW25113_0209	yafD	0	227609	228409	1	321	0.0485436893203883	801	35	"endo/exonuclease/phosphatase family protein"
BW25113_0210	yafE	0	228413	229036	1	320	0.0587188612099644	624	33	"putative S-adenosyl-L-methionine-dependent methyltransferase"
BW25113_0211	mltD	0	229084	230442	-1	816	0.0661764705882353	1359	81	"putative membrane-bound lytic murein transglycosylase D"
BW25113_0212	gloB	0	230514	231269	-1	226	0.0381791483113069	756	26	"hydroxyacylglutathione hydrolase"
BW25113_0213	yafS	0	231303	232025	1	252	0.0537634408602151	723	35	"putative S-adenosyl-L-methionine-dependent methyltransferase"
BW25113_0214	rnhA	0	232022	232489	-1	47	0.037914691943128	468	16	"ribonuclease HI, degrades RNA of DNA-RNA hybrids"
BW25113_0215	dnaQ	0	232554	233285	1	5	0.00303490136570561	732	2	"DNA polymerase III epsilon subunit"
BW25113_0216	aspV	0	233418	233494	1	155	0.0714285714285714	77	5	
BW25113_0217	yafT	0	233822	234607	1	468	0.0494350282485876	786	35	lipoprotein
BW25113_4586	ykfM	0	234744	235223	-1	0	0	480	0	"lethality reduction protein, putative inner membrane protein"
BW25113_0218	yafU	0	235233	235589	-1	266	0.0807453416149068	357	26	pseudogene
BW25113_4503	yafF	0	235593	235865	1	211	0.0528455284552846	273	13	pseudogene
BW25113_0219	yafV	0	235906	236676	-1	486	0.085014409221902	771	59	"putative NAD(P)-binding C-N hydrolase family amidase"
BW25113_0220	ivy	0	236830	237303	1	567	0.110070257611241	474	47	"inhibitor of c-type lysozyme, periplasmic"
BW25113_0221	fadE	0	237346	239790	-1	1012	0.0599727396637892	2445	132	"acyl coenzyme A dehydrogenase"
BW25113_0222	gmhA	0	240030	240608	1	7	0.00383141762452107	579	2	"D-sedoheptulose 7-phosphate isomerase"
BW25113_0223	yafJ	0	240814	241581	1	602	0.0621387283236994	768	43	"putative amidotransfease"
BW25113_0224	yafK	0	241552	242292	-1	866	0.106446776611694	741	71	"L,D-transpeptidase-related protein"
BW25113_0225	yafQ	0	242448	242726	-1	363	0.134920634920635	279	34	"translation inhibitor toxin of toxin-antitoxin pair YafQ/DinJ"
BW25113_0226	dinJ	0	242729	242989	-1	518	0.161702127659574	261	38	"antitoxin of YafQ-DinJ toxin-antitoxin system"
BW25113_0227	yafL	0	243199	243948	1	573	0.0859259259259259	750	58	"putative lipoprotein and C40 family peptidase"
BW25113_0228	rayT	0	244124	244621	1	598	0.089086859688196	498	40	"RAYT REP element-mobilizing transposase; TnpA(REP)"
BW25113_0229	lfhA	0	244845	246557	-1	846	0.069390402075227	1713	107	pseudogene
BW25113_0230	lafU	0	246559	247314	1	298	0.0704845814977974	756	48	pseudogene
BW25113_0231	dinB	0	247385	248440	1	380	0.0630914826498423	1056	60	"DNA polymerase IV"
BW25113_0232	yafN	0	248492	248785	1	5	0.00377358490566038	294	1	"antitoxin of the YafO-YafN toxin-antitoxin system"
BW25113_0233	yafO	0	248788	249186	1	345	0.0944444444444444	399	34	"mRNA interferase toxin of the YafO-YafN toxin-antitoxin system"
BW25113_0234	yafP	0	249196	249648	1	34	0.00980392156862745	453	4	"putative acyl-CoA transferase"
BW25113_0235	ykfJ	0	249966	250172	1	594	0.27807486631016	207	52	pseudogene
BW25113_0236	prfH	0	250189	250689	1	455	0.121951219512195	501	55	pseudogene
BW25113_0237	pepD	0	250746	252203	-1	1105	0.0952018278750952	1458	125	"aminoacyl-histidine dipeptidase (peptidase D)"
BW25113_0238	gpt	0	252464	252922	1	474	0.0772946859903382	459	32	"xanthine phosphoribosyltransferase; xanthine-guanine phosphoribosyltransferase"
BW25113_0239	frsA	0	253014	254258	1	1007	0.0999107939339875	1245	112	"fermentation-respiration switch protein; PTS Enzyme IIA(Glc)-binding protein; pNP-butyrate esterase activity"
BW25113_0240	crl	0	254316	254717	1	1762	0.209944751381215	402	76	"RNA polymerase holoenzyme assembly factor crl"
BW25113_0241	phoE	0	254756	255811	-1	2332	0.135646687697161	1056	129	"outer membrane phosphoporin protein E"
